Gene_Id	spiperone_HEPG2_6 h_10 µM
CCDC85B	-0.28722387
TLK2	0.990472938
KDELR2	-1.170959126
RAB31	-0.231785234
B4GAT1	0.594575907
PAPD7	-0.270556583
UBE2C	-0.139552401
DUSP14	2.113433684
TOPBP1	0.473784683
PRSS23	0.980092354
PWP1	0.077152316
PKIG	0.375181036
CORO1A	-0.508963184
LSM6	0.966001629
PSIP1	-0.148328916
SLC2A6	-0.847355437
NISCH	-0.292018916
CHEK2	-0.290721535
PRAF2	0.74630502
POLG2	0.300256075
CHP1	-0.55176028
PNKP	0.48239544
ECD	0.491466217
DDX42	0.962060913
TWF2	-0.709154822
CASC3	-0.049352532
COG2	0.93813401
ATF5	-0.472284367
MTF2	-1.858440673
PUF60	-1.352303083
RAB11FIP2	0.31360006
CLSTN1	0.588874363
FOXJ3	-0.14508343
KIAA0907	0.469162933
EPN2	0.426427598
SACM1L	-0.042687135
ATF6	-0.187413993
RPIA	0.169320969
RAB21	-0.286954075
SPEN	-0.530188708
FBXO21	0.992586053
RBM34	0.807049365
WDTC1	-0.416843135
XPO7	0.075081828
TBC1D9B	-1.128678814
RRP1B	-0.143198295
MYCBP2	-2.218651128
CDK19	0.696269508
GPATCH8	-0.007370948
MAST2	-0.892463743
DCUN1D4	-0.388342446
FCHO1	-0.989736871
SNX13	0.691505177
ATP11B	-0.426833546
JMJD6	0.937385587
RRS1	-1.95006145
RRP12	-1.355727497
SYNE2	-0.335688774
PDS5A	-1.052886292
CAMSAP2	-1.207263716
ATMIN	-0.318589631
TRIM2	-0.527684118
KIAA1033	-0.229629379
USP22	-0.969834514
WDR7	0.986837325
JADE2	0.625683123
ARHGEF12	-0.98911926
PPP1R13B	-0.387247826
RRP8	0.416211701
NUDCD3	-0.901596088
SIRT3	1.12002564
SLC35A3	-0.294180688
ICMT	0.127482352
MACF1	1.888165524
SUZ12	-0.01042285
KAT6B	0.057950991
NNT	0.121523571
ADAT1	1.920855099
TMEM50A	-0.131921719
KLHDC2	1.451250763
ACOT9	-0.704367166
SSBP2	0.704459517
NUP62	-0.114537455
ARFIP2	3.294797189
LSM5	-0.02758362
PLA2G15	0.590996025
TMEM2	1.584743744
ZNF318	0.002169817
FBXO7	1.598550112
SPDEF	1.7589448
BAMBI	-0.99039675
BACE2	-0.650310685
COG4	-0.868788781
MPC2	-0.467422639
CLIC4	0.283212133
C2CD2	0.43219901
TIPARP	0.053439633
TSKU	0.558671648
RNF167	0.065485734
LRP10	-0.468455529
ZNF451	-0.240476727
SENP6	-0.226581159
RAI14	-0.162909974
KIF1BP	0.12331863
TES	0.687548573
PHGDH	0.432258832
MYCBP	-0.253319363
CHIC2	-0.21602504
TIMM9	0.38202533
AKAP8L	-0.523317122
ATP2C1	1.590175815
TRAPPC3	1.527821049
ATP5S	0.307270089
TNFRSF21	0.237842607
SESN1	0.196383389
HTATSF1	1.218984135
TMEM97	1.298634895
BZW2	1.183750591
CHMP4A	-0.000442803
GTPBP8	0.546316015
DNAJC15	0.530047337
PACSIN3	-0.159222477
RBM15B	1.383107764
HOOK2	-0.670639223
SNX11	0.500367599
TIMM22	-2.363009054
NENF	-0.99656685
UBQLN2	1.137810247
ERO1A	-0.066572144
DNTTIP2	-0.66336284
PIK3R4	-0.862297163
HDGFRP3	-0.838651589
COPS7A	-0.899079051
NSDHL	-1.02998391
HEBP1	-0.098544104
MTERF3	-0.210620578
AMDHD2	0.861848885
ISOC1	-0.408473444
MRPS16	-1.001732621
FIS1	0.19050435
GOLT1B	-0.470405552
GLOD4	-0.425326963
GMNN	-0.147904324
LAP3	0.573866696
NOSIP	-0.093158203
DERA	0.877154469
SCCPDH	-0.823633914
MRPS2	-0.498407415
VPS28	-0.112269929
HSD17B11	0.501063862
NUSAP1	-0.125247906
SCAND1	2.913313334
CD320	-1.046059712
NGRN	-1.484038998
SNX7	0.689993887
ATP6V1D	1.090335921
ZNF589	-1.066377687
PRKAG2	-0.591198975
UBE2J1	-1.179092517
EVL	0.062585359
HACD3	0.013800845
UFM1	2.087372047
LSR	0.400418554
DHRS7	1.570116269
CAB39	-0.306508577
ARID4B	0.368898279
NUDT9	0.71923285
CYCS	-0.135674375
TERF2IP	0.870948843
GFOD1	0.667631985
KCTD5	1.360782968
TMCO1	-0.459331151
DHX29	-0.220233994
EXOSC4	0.660343134
DDIT4	-0.616654834
PAF1	1.386084892
P4HTM	0.143564957
SLC35F2	-0.858758337
ZNF586	0.349539358
FBXL12	-0.0776607
TEX10	-0.385149636
YTHDF1	1.644311105
TXNL4B	0.514570408
HERC6	0.268327442
PIH1D1	0.05602362
PPP2R3C	1.230305236
FKBP14	1.107869086
CDCA4	0.479070557
PLEKHJ1	-0.241777258
HEATR1	-0.445230326
ANO10	0.724558413
UBR7	-1.561951342
FAIM	-1.482645247
ADI1	-0.749197784
ABCF3	0.92659694
ENOSF1	0.254847194
LRRC16A	-0.012019113
ANKRD10	0.051788851
STAP2	-0.617651707
IARS2	0.210866073
NUP133	0.511962069
CNDP2	-0.002196794
FAM63A	-0.188274423
KDM3A	0.133001646
PECR	-0.722170804
EAPP	0.060906946
CISD1	0.253818282
ZNF395	0.989053556
KLHL9	0.992546113
NPDC1	-0.968359473
TM9SF3	0.148055327
PAK6	0.080581858
DUSP22	0.026925192
ADCK3	0.529740238
CIAPIN1	-0.602131487
PLSCR3	1.776503198
SCYL3	1.636033765
LYRM1	0.366493181
ZMIZ1	-0.756968192
MCOLN1	0.206411706
THAP11	1.504768592
ABHD6	-1.91888668
TRIB3	1.214308457
POLD4	-0.44821512
SQRDL	-0.088574508
ENOPH1	1.207336777
PRUNE	1.124320527
SNX6	-0.285785123
FASTKD5	0.139552338
ELAC2	-0.224518501
ABHD4	0.445047759
MCUR1	-1.241622303
RBKS	0.462257273
ATG3	-1.324708499
NARFL	-0.671478099
ZDHHC6	0.123466026
ACBD3	-0.675787252
CERK	-0.35145143
NT5DC2	2.158397251
ACD	0.037679054
INTS3	0.128216399
TRAK2	0.01751324
METRN	-0.254007948
ELOVL6	-0.992113687
TMEM109	-0.86816809
CCDC86	-0.083375403
TRAPPC6A	-0.551232361
CHAC1	0.225002786
MBOAT7	0.333347635
PRR15L	-0.372048358
CRELD2	-1.22907699
FSD1	0.760534727
TCTN1	-0.132670484
CHMP6	0.842817857
NPEPL1	2.142037378
FAM57A	0.092191431
NUP85	0.30387597
TCEAL4	0.069696645
DHDDS	4.32437312
DENND2D	0.977967176
FBXO11	0.758005856
CCDC92	-0.026611268
COASY	0.891271689
WDR61	0.390532793
TSEN2	1.169738241
PRR7	-0.175668458
ITFG1	0.317992033
GDPD5	-0.53923077
GRWD1	0.731960172
ARID5B	-0.519103142
TUBB6	-0.752799178
PSRC1	-0.521052153
ADO	0.403100415
HIST1H2BK	-0.01814302
MICALL1	1.354009918
UBE3B	0.456707254
HN1L	-0.827244496
SLC25A46	1.418790123
COG7	0.315690351
MAPK1IP1L	-1.911771029
TBC1D31	-1.511199712
H2AFV	-1.265480346
RPL39L	-0.353774598
CANT1	0.014055798
WIPF2	-0.211238432
TICAM1	0.033003529
TXLNA	-0.519140085
SPRED2	0.063387285
EML3	-0.655433882
TMEM110	-0.426066014
FAM69A	0.441753317
