Gene_Id	geldanamycin_HEPG2_24 h_1.11 µM
NCK1	1.040180653
NFATC3	-0.130037412
NFATC4	0.201324672
NFE2L2	2.119077742
NFIL3	-3.020460248
NFKB2	-4.335458517
NFKBIA	-3.087742329
NFKBIB	1.705199957
NFKBIE	1.127535909
NIT1	0.243501961
NMT1	0.837810323
NOS3	2.124796331
CNOT4	-0.870860204
NOTCH1	-1.046139836
PNP	-1.405863583
NPC1	1.825981736
SLC11A2	-0.11764133
NRAS	0.177529857
NUCB2	1.129623607
NUP88	-2.919504642
NVL	-3.968115807
ORC1	-0.667982072
OXA1L	-1.435690463
OXCT1	1.039057314
PAFAH1B1	3.426482677
PAFAH1B3	-0.187693253
SERPINE1	0.901347592
PAK1	0.231866956
PCBD1	-0.91817224
PCCB	1.906950653
PCK2	-2.30974555
PCM1	-3.214198112
PCMT1	-4.15198791
PCNA	0.630013138
PDGFA	-0.356359206
PFKL	0.64294374
PGAM1	-0.146422371
PGM1	-0.850369632
PHKA1	2.170251787
PHKB	-4.146063328
PHKG2	-1.369233832
PIK3C2B	-4.202842712
PIK3C3	1.342725128
PIK3CA	1.9432614
PIN1	1.022633731
PLA2G4A	2.503775179
PLCB3	-0.709966809
PLK1	-0.606293246
PLP2	-0.272510283
PLS1	1.833759248
PLSCR1	1.278190494
PMAIP1	0.803480208
PMM2	-3.660885692
POLB	-4.614801884
POLE2	0.923693031
POLR2I	2.746528387
POLR2K	3.829471946
PPARD	0.008305609
PPARG	0.75429669
PPIC	0.056929223
PPOX	2.953797877
PPP2R5A	0.389496416
PPP2R5E	1.845744491
PRCP	0.469572604
PRKACA	3.031779766
PRKCD	-0.513852715
PRKCH	5.154051781
PRKCQ	-4.789650679
MAPK9	1.076392725
MAPK13	-1.217864752
MAP2K5	2.889225781
PRKX	-0.422770485
PROS1	0.027748376
LGMN	-2.828001738
HTRA1	0.227799393
PSMB8	0.247706585
PSMB10	-1.101765096
PSMD2	-0.721009254
PSMD4	-1.89651835
PSMD9	-0.33984451
PSMD10	1.028097004
PSME1	0.136336371
PSME2	2.024624586
PTGS2	2.798457503
PTK2	0.898691505
PTPN1	-0.14144972
PTPN6	0.042749211
PTPN12	-3.732945085
PTPRC	-0.254964739
PTPRF	-1.328017414
PTPRK	-1.6173563
PXMP2	-0.165673763
PXN	-1.334329337
PYCR1	0.913922295
PYGL	0.877955347
RAB4A	1.539726406
RAB27A	3.90157795
RAC2	0.972969651
RAD9A	-1.275818408
RAD51C	0.99632898
MOK	0.790524602
RALA	2.484124005
RALB	1.088632822
RALGDS	-2.21649003
RAP1GAP	0.232913002
RASA1	0.034011841
RB1	6.233447313
KDM5A	3.305051684
RELB	3.644487143
RFC2	1.515925705
RFC5	-3.099451184
RFNG	1.048672631
RFX5	0.123771749
RGS2	-3.168370366
RHEB	-4.5245502
RNH1	-3.386016488
RPA1	-1.377554238
RPA2	1.770102441
RPA3	0.099006057
MRPL12	0.634628609
RPN1	2.28158462
RPS5	0.525353506
RPS6	3.421750188
RPS6KA1	2.748650879
RSU1	2.832427979
RTN2	0.537140265
S100A4	1.520693481
S100A13	0.435892463
SATB1	0.648095146
SCP2	-0.532701969
CCL2	0.200970381
SDHB	-0.024589002
SGCB	-4.38584435
SHB	-0.012484163
SHC1	-0.424965024
SKIV2L	1.206421852
SKP1	1.627384603
SLC1A4	1.190782011
SMARCA4	1.387165725
SMARCC1	-0.266933516
SMARCD2	-3.297359645
SNAP25	2.731115818
SNCA	-2.98628217
SOX2	-0.280551799
SOX4	-3.570033431
SPAG4	-3.291774631
SPP1	2.793056726
SPR	0.543139964
SPTAN1	-1.46377486
SRC	1.309791148
STAT1	1.302672874
STAT3	2.96695137
STAT5B	1.511561334
AURKA	2.011065304
STK10	-0.416325197
STX1A	-2.228102744
STX4	0.177294418
STXBP1	-2.890169859
STXBP2	-0.532077655
SUPV3L1	2.484155625
SUV39H1	0.178762943
SYK	0.572632343
SYPL1	-1.077043965
TARBP1	-1.349252403
TBP	1.975838661
TBX2	3.840307832
TBXA2R	2.444096535
TCEA2	-4.214665413
VPS72	2.786437869
TCTA	1.197773147
DYNLT3	-2.031288326
TERT	-5.214720011
TESK1	2.813705802
TFAP2A	-1.548204124
TFDP1	4.265952826
TGFB3	-0.41611129
TGFBR2	1.252450377
TIAM1	-0.010872722
TIMP2	0.093988188
TJP1	1.690482497
TLE1	1.089387238
TLR4	2.356148899
TSPAN6	1.093669266
TSPAN4	-5.432943583
TOP2A	0.893818766
TP53	0.64870435
TP53BP1	3.328320861
TP53BP2	-3.97667408
TPD52L2	-1.50920248
TPM1	-1.64912951
TSTA3	-0.864466369
TXNRD1	2.030724049
UBE2A	-6.171292067
UGDH	-1.453806996
NR1H2	2.863659501
USP1	1.694109023
VDAC1	0.308067858
WFS1	-3.906045675
WRB	0.561084762
XBP1	0.010418028
XPNPEP1	0.111837938
ZFP36	-3.777486444
ZNF131	1.65162313
ZMYM2	2.759793758
PAX8	-6.104105234
CXCR4	-0.84605214
IFRD2	1.215115458
MAPKAPK3	0.459669396
USP7	-1.483712554
REEP5	1.400081277
ST7	1.515282989
KAT6A	-0.470748588
PDHX	-0.219523385
FOSL1	0.234026372
HMGA2	-4.809145689
NCOA3	1.188273668
NRIP1	-4.84823966
SMC1A	-0.310055234
LAGE3	2.794302225
AXIN1	0.283141933
CDC45	1.426985145
FZD1	1.819152832
FZD7	-5.301804781
HIST2H2BE	-0.026689112
PIP4K2B	-0.752945453
NCK2	-0.731888235
DYRK3	-3.187781811
DUSP11	-7.771395206
RAE1	-0.965179682
PIK3R3	-0.1561369
NIPSNAP1	2.095118761
IKBKAP	-1.848002553
HAT1	-0.884595603
MAPKAPK5	-5.005459785
BHLHE40	-0.370837957
MKNK1	0.012571707
CASK	1.358741194
AKR7A2	0.686811909
RUVBL1	1.353405848
PSMG1	3.100736856
BECN1	4.130518794
MBTPS1	0.262496933
EED	1.281084061
CTNNAL1	3.171970472
RNMT	0.958326988
PEX11A	-0.6203399
CREG1	1.199085832
INPP4B	1.212735206
IQGAP1	0.058954894
SOCS2	-0.581576124
CFLAR	-3.783455133
CDK5R1	-1.340771675
ST3GAL5	0.537815303
IER3	0.612833679
SQSTM1	-0.124576032
SLC5A6	0.318839706
CPNE3	0.302541561
CCNA1	1.145583212
TIMELESS	0.127375796
P4HA2	0.942990243
PLOD3	0.35530781
NOL3	-0.372135073
SLC25A14	2.287671685
MPZL1	-0.659690142
MAP7	0.666008644
DNAJA3	-4.13720417
USP14	-2.035614729
MTA1	1.378914654
PDLIM1	-2.524225235
SMC3	0.323203743
PRPF4	-1.238423288
CCNB2	-2.620451808
CCNE2	-6.757568598
SYNGR3	3.188080907
LPAR2	-0.142046317
ARHGEF2	1.723384798
ZW10	1.445962876
AURKB	1.861922801
VAPB	-0.623796254
NOLC1	0.061110258
UBE2L6	1.810525358
MAPKAPK2	1.28470546
CYTH1	-0.82516104
ITGB1BP1	-2.607923627
BCL7B	2.537466049
COPB2	1.266569614
ADGRG1	-0.890269101
TM9SF2	1.030671805
MAP4K4	0.377633803
HOMER2	-0.834088385
SH3BP5	-0.869498163
PIGB	3.371399999
PSMF1	-0.055263221
SPTLC2	0.738768563
TBPL1	-1.424814582
BAG3	-0.384400174
POLR1C	0.078729391
SPAG7	-1.784487724
FEZ2	-3.098231435
IKBKE	-5.576798677
MTFR1	-3.335409641
HS2ST1	1.196178734
IPO13	3.016114593
VGLL4	0.900926389
NUP93	1.085171461
UBE3C	0.790192336
EDEM1	-0.406778574
TRAM2	-0.251834542
CEP57	0.267839789
KIAA0100	2.765491068
HERPUD1	-6.528526068
KIAA0355	-1.524747729
USP6NL	-0.327491876
CCP110	-0.169535547
MLEC	0.378890321
TATDN2	-5.374247789
MRPL19	3.067333292
SCRN1	0.560962021
EFCAB14	2.596964478
KEAP1	-2.617520928
MELK	0.926585793
PLEKHM1	-0.549440891
C2CD5	-1.039124131
KIAA0753	1.595634341
C2CD2L	0.678214535
TOMM70A	5.490901947
KIAA0196	-1.275506437
KLHL21	-1.202343568
ARNT2	-1.307234228
FAM20B	1.273006558
NCAPD2	0.185977645
PAN2	1.519057095
LPGAT1	1.176105946
KIF14	3.131076694
OXSR1	3.58577621
MVP	0.49226886
DMTF1	2.094029188
GNPDA1	0.720288783
HDAC6	-3.626934648
PARP2	2.650518179
MAMLD1	0.147240564
DNAJB6	-0.629521728
SMC4	2.16742003
ABCC5	2.458786368
ABCB6	-0.167743489
DNM1L	0.276516482
TSPAN3	1.74188149
KIF20A	-1.639872529
ARL4C	-1.069957167
TRAP1	-0.367928412
G3BP1	-7.277346611
MBNL2	-0.241598349
CEBPZ	-1.075971186
SLC25A13	-2.036727667
SORBS3	1.002669036
RBM6	-3.344439745
TXNDC9	1.204497337
TRIM13	3.293789148
TRIB1	-3.257604837
MFSD10	0.009779371
SLC35B1	-4.043114781
TIMM17B	-2.644524693
AKAP8	0.568570599
STUB1	0.203948915
NET1	1.004534155
SMNDC1	-0.79671745
PAK4	-2.583153486
TNIP1	1.050858319
IKZF1	-3.449540615
TMEM5	-4.207920074
HMG20B	1.372741455
MYL9	-2.243421078
LYPLA1	0.000920162
PPIE	-0.887300864
VAV3	1.680657625
LRRC41	0.772215545
CRTAP	0.332205907
VAT1	-2.002683043
STK25	-0.790150046
APPBP2	1.334087491
CHERP	1.925948799
HYOU1	2.138895869
RPP38	2.965812087
SLC35A1	-4.745055914
DRAP1	1.413078099
PAICS	-4.190778971
ST6GALNAC2	0.48171559
STAMBP	-2.88519752
NPRL2	0.493923888
IGF2BP2	-0.26331228
YKT6	-1.34400326
CGRRF1	-2.826823473
RRAGA	0.102525026
GNB5	0.681670427
EBP	1.295761079
CNPY3	-0.709268123
YME1L1	2.103921056
TCFL5	-0.384695247
KDM5B	-2.077421844
POP4	1.014114797
ARPP19	-1.596891344
ZNF274	-2.988100171
MTHFD2	-5.316077948
WASF3	0.390132546
UTP14A	0.284924984
FRS2	1.493610501
CLPX	-1.081711709
PGRMC1	-0.37496677
MALT1	-0.702482522
CPSF4	0.011003956
BLCAP	-0.225740239
TCERG1	-4.145125985
RNPS1	-0.092307553
TOMM34	-0.030586243
PDIA5	0.574659944
MLLT11	1.006018639
EBNA1BP2	-0.851974737
TMED10	-0.318986043
ASCC3	0.128433751
SLC27A3	-2.600810289
KIF2C	-2.107075572
CCDC85B	-0.039116301
TLK2	0.533445902
KDELR2	0.954064369
RAB31	-1.27716285
B4GAT1	0.821068734
PAPD7	3.363108993
UBE2C	0.377768636
DUSP14	0.728213638
TOPBP1	0.288641073
PRSS23	-1.396013215
PWP1	-2.149661541
PKIG	0.883894891
CORO1A	5.4296
LSM6	-0.593877107
PSIP1	-2.076711833
SLC2A6	0.048456863
NISCH	-0.311697185
CHEK2	-0.702611431
PRAF2	-4.309128284
POLG2	0.7760939
CHP1	0.400790855
PNKP	-0.951385975
ECD	0.659286737
DDX42	5.053629875
TWF2	2.273395658
CASC3	0.326872483
COG2	-1.866693616
ATF5	-0.655878544
MTF2	2.588657737
PUF60	-1.321570426
RAB11FIP2	-0.442694604
CLSTN1	2.117959499
FOXJ3	-4.776675463
KIAA0907	-1.096647739
EPN2	2.10422796
SACM1L	2.043674052
ATF6	3.385813594
RPIA	1.177196682
RAB21	-2.128770709
SPEN	-5.743113279
FBXO21	-0.040950686
RBM34	0.038542971
WDTC1	0.05094628
XPO7	-2.707183003
TBC1D9B	1.236037493
RRP1B	2.171747327
MYCBP2	-1.40876615
CDK19	-5.607785463
GPATCH8	2.761394501
MAST2	2.516902804
DCUN1D4	1.341474742
FCHO1	0.633477151
SNX13	1.43862021
ATP11B	-2.424361825
JMJD6	-0.12819881
RRS1	-0.439172916
RRP12	0.174853563
SYNE2	2.156205893
PDS5A	1.409124702
CAMSAP2	0.040933132
ATMIN	1.13631916
TRIM2	5.170017242
KIAA1033	2.208229244
USP22	2.552851319
WDR7	1.748855472
JADE2	-2.109891891
ARHGEF12	0.559389681
PPP1R13B	0.929894991
RRP8	-2.903747559
NUDCD3	-2.850488544
SIRT3	-0.476873264
SLC35A3	-1.28085795
ICMT	3.146952152
MACF1	1.412569314
SUZ12	-4.840089083
KAT6B	-1.986985683
NNT	-1.324742109
ADAT1	-0.306009196
TMEM50A	-3.100877047
KLHDC2	3.447232723
ACOT9	0.927230313
SSBP2	0.090251625
NUP62	1.793310493
ARFIP2	-0.605234239
LSM5	-1.456530154
PLA2G15	1.888750792
TMEM2	-0.633467183
ZNF318	0.084816985
FBXO7	-0.95463416
SPDEF	-0.140877247
BAMBI	0.550506845
BACE2	-2.270055592
COG4	3.853172898
MPC2	-3.908336639
CLIC4	-0.405955034
C2CD2	4.798037291
TIPARP	-1.870120943
TSKU	-0.545566142
RNF167	-2.642249227
LRP10	1.663565457
ZNF451	-3.239156127
SENP6	1.119854435
RAI14	0.781582654
KIF1BP	1.189882711
TES	1.714465141
PHGDH	4.761800528
MYCBP	2.853641495
CHIC2	0.449374735
TIMM9	-6.172673702
AKAP8L	-0.133236408
ATP2C1	0.191362992
TRAPPC3	0.445420057
ATP5S	-2.679835081
TNFRSF21	-1.408958316
SESN1	2.381957054
HTATSF1	-2.316068411
TMEM97	2.137496591
BZW2	8.391051769
CHMP4A	-0.337578774
GTPBP8	2.063125014
DNAJC15	-1.571358085
PACSIN3	-0.037179528
RBM15B	-1.611989141
HOOK2	-4.849932313
SNX11	-0.534405887
TIMM22	0.474836484
NENF	-2.585396647
UBQLN2	1.59645164
ERO1A	-1.600937709
DNTTIP2	2.982670069
PIK3R4	5.402765512
HDGFRP3	0.270794332
COPS7A	0.639792375
NSDHL	-5.694854975
HEBP1	-0.757805228
MTERF3	0.995594561
AMDHD2	3.108445168
ISOC1	1.165511668
MRPS16	1.103997231
FIS1	1.366045475
GOLT1B	5.750711679
GLOD4	-0.409472749
GMNN	-1.898035884
LAP3	-0.980130553
NOSIP	-1.048028976
DERA	3.4736889
SCCPDH	-0.556748405
MRPS2	0.6203987
VPS28	3.073334336
HSD17B11	2.912302315
NUSAP1	1.577139378
SCAND1	-0.638736531
CD320	2.804192066
NGRN	-2.679586053
SNX7	1.435826898
ATP6V1D	-3.314929128
ZNF589	0.21071817
PRKAG2	-4.004519701
UBE2J1	-1.931376457
EVL	-2.381678164
HACD3	2.421986461
UFM1	0.494457573
LSR	-0.396809801
DHRS7	-0.553662732
CAB39	0.312839016
ARID4B	0.184695952
NUDT9	-2.270740747
CYCS	-4.097163916
TERF2IP	-3.425970554
GFOD1	-0.478790253
KCTD5	0.55777169
TMCO1	0.269149609
DHX29	0.636116102
EXOSC4	-0.963513523
DDIT4	-3.667151451
PAF1	-0.45659446
P4HTM	-0.259046912
SLC35F2	-0.33180204
ZNF586	0.40280512
FBXL12	0.918931782
TEX10	1.143343091
YTHDF1	0.422758982
TXNL4B	1.606100082
HERC6	0.266639888
PIH1D1	0.555601954
PPP2R3C	-3.934652686
FKBP14	-4.716251612
CDCA4	-4.914188862
PLEKHJ1	-3.301201344
HEATR1	-0.973402441
ANO10	1.331255078
UBR7	-2.131507218
FAIM	-0.329528153
ADI1	1.404867291
ABCF3	4.288668275
ENOSF1	-2.609480798
LRRC16A	0.223266602
ANKRD10	-3.239158392
STAP2	1.515379161
IARS2	2.371687293
NUP133	3.831352711
CNDP2	-0.957147261
FAM63A	1.181397721
KDM3A	-0.440149784
PECR	-0.806934357
EAPP	-0.272010818
CISD1	-0.507665962
ZNF395	-0.598773569
KLHL9	1.514214873
NPDC1	1.176863223
TM9SF3	6.125411987
PAK6	1.641526826
DUSP22	0.461284101
ADCK3	-0.093373097
CIAPIN1	1.731595516
PLSCR3	-0.172527492
SCYL3	0.301410936
LYRM1	-0.315694787
ZMIZ1	-4.407471061
MCOLN1	0.361174092
THAP11	-2.589917302
ABHD6	0.90568766
TRIB3	1.512321532
POLD4	3.816915154
SQRDL	0.045561194
ENOPH1	1.893491387
PRUNE	0.563832045
SNX6	1.490599155
FASTKD5	-3.36117363
ELAC2	-2.085260272
ABHD4	2.15983355
MCUR1	1.454651475
RBKS	-0.562394977
ATG3	0.876670569
NARFL	3.433323979
ZDHHC6	0.783621848
ACBD3	-0.588742368
CERK	-0.289377198
NT5DC2	3.677954793
ACD	1.365636468
INTS3	6.826738596
TRAK2	2.045919538
METRN	2.66794014
ELOVL6	0.761466354
TMEM109	-3.43082881
CCDC86	-1.683509111
TRAPPC6A	-0.282270133
CHAC1	-3.309372187
MBOAT7	-0.172786534
PRR15L	0.161066661
CRELD2	0.899413392
FSD1	0.491824105
TCTN1	0.569602996
CHMP6	-7.142404318
NPEPL1	0.640644222
FAM57A	3.862964749
NUP85	1.662805736
TCEAL4	2.688097358
DHDDS	-1.129406467
DENND2D	-0.219393104
FBXO11	2.46275723
CCDC92	0.379278407
COASY	-1.152193606
WDR61	2.108082175
TSEN2	0.055156693
PRR7	-0.364640743
ITFG1	0.507759079
GDPD5	1.064797148
GRWD1	-1.939263463
ARID5B	-2.922721863
TUBB6	-3.933350563
PSRC1	1.29214114
ADO	-7.383257866
HIST1H2BK	0.951969832
MICALL1	-0.200008243
UBE3B	0.904477879
HN1L	-0.604378115
SLC25A46	0.018457204
COG7	-5.989430428
MAPK1IP1L	0.786404341
TBC1D31	4.65790844
H2AFV	-0.162644573
RPL39L	-0.883733571
CANT1	0.340343654
WIPF2	-1.639486969
TICAM1	-3.776641607
TXLNA	-0.663578957
SPRED2	0.060666353
EML3	-0.570748538
TMEM110	0.063325796
FAM69A	0.886230351
