Gene_Id	YC-1_HEPG2_6 h_5 µM
ETFB	-0.203274012
ETS1	2.426757574
ETV1	-0.140524507
EXT1	-0.000490993
EZH2	-1.114601493
FAH	-2.606834412
PTK2B	0.188225761
FAT1	1.672365427
FDFT1	0.922075927
FGFR2	1.795065284
FGFR4	2.668727875
FHL2	-1.49094224
FKBP4	0.710445464
FOXO3	-0.415274024
FOS	-1.444975376
FPGS	-1.635370255
FUT1	-0.070352405
FYN	-0.236252218
SLC37A4	-1.480629444
GAA	0.710859597
GABPB1	1.734765768
GALE	1.131103039
GAPDH	10
GATA2	1.961253405
GATA3	1.333950877
GFPT1	0.490642399
GHR	-1.158806562
GLI2	0.049352668
GLRX	0.021999702
GNA11	1.027172685
GNA15	0.220781326
GNAI1	-2.633824825
GNAI2	0.841513097
GNAS	1.958475709
SFN	0.241195038
GPC1	1.506685019
GPER1	-1.847517848
GRB7	0.601691961
GRB10	-3.10999918
GRN	-0.894801378
NR3C1	-0.889060259
CXCL2	3.218914509
GSTM2	-0.109037392
GSTZ1	-0.265393853
MSH6	-1.265080929
GTF2A2	-7.033313751
GTF2E2	-0.228745207
HSD17B10	-0.06328091
HADH	0
HDAC2	2.525603771
HIF1A	1.441837311
HK1	-0.365018189
HLA-DMA	-0.050888345
HLA-DRA	0.023698032
HMGCR	0.659045219
HMGCS1	0.256083637
HMOX1	-3.520004272
HOXA5	2.294947624
HOXA10	-0.394637287
HPRT1	2.603985071
HES1	-3.183406591
DNAJB2	0.314374745
HSPA1A	-3.579981804
HSPA4	0.717215478
HSPA8	1.516583681
HSPB1	1.354929924
HSPD1	-0.497597754
DNAJB1	0.613121033
ICAM1	1.433658361
ICAM3	-1.08204937
ID2	-2.207062006
IDE	-0.344946116
IFNAR1	-0.056980968
IGF1R	-1.672677755
IGF2R	-2.008487701
IGFBP3	-0.120956399
IGHMBP2	-0.63739115
IKBKB	1.399033546
IL1B	-1.448167562
IL4R	-4.74897337
IL13RA1	0.914004922
ILK	2.369966507
INPP1	-1.00182426
INSIG1	-1.733621836
ITGAE	-2.778810501
ITGB5	-0.60823679
JUN	-5.843820095
KCNK1	-0.111224622
KIF5C	-3.01129961
KIT	-3.338862419
KTN1	-3.209379435
LAMA3	-0.775629878
STMN1	-0.324825257
LBR	-1.493402481
LGALS8	0.619401813
LIG1	-4.720483303
LIPA	0.042943105
LOXL1	-0.034945361
LRPAP1	-3.35699749
LYN	-3.627121925
SMAD3	1.158677459
MAN2B1	3.372088432
MAT2A	2.023017168
MBNL1	-1.545606852
MCM3	-0.66927433
ME2	-2.748767614
MEF2C	-0.228293389
MAP3K4	-2.668969631
MEST	-0.836053312
MIF	2.150096416
FOXO4	-0.720189393
MMP1	-0.978221416
MMP2	-0.709737182
MNAT1	0.917080224
MSRA	-3.973483086
MUC1	-2.721178293
MYBL2	-3.077726364
MYC	3.428359509
GADD45B	-1.787106991
MYLK	1.819018364
MYO10	0.14035368
NCK1	-0.339097738
NFATC3	0.471600771
NFATC4	-0.005354784
NFE2L2	0.371647179
NFIL3	-1.660236716
NFKB2	-0.675079048
NFKBIA	1.088201165
NFKBIB	0.643353522
NFKBIE	-1.7275455
NIT1	-0.311438203
NMT1	-3.362912655
NOS3	1.370518208
CNOT4	-2.256582737
NOTCH1	0.395340204
PNP	1.999847651
NPC1	-0.214435935
SLC11A2	0.371507406
NRAS	0.481083512
NUCB2	0.543278515
NUP88	2.387660027
NVL	1.952369452
ORC1	2.437004089
OXA1L	0.208749294
OXCT1	0.394744009
PAFAH1B1	0.456571519
PAFAH1B3	-2.764405012
SERPINE1	0.052549098
PAK1	2.248493195
PCBD1	-0.660866022
PCCB	2.088569403
PCK2	0.395898759
PCM1	-0.486884236
PCMT1	-0.967248201
PCNA	-0.219935536
PDGFA	0.442380637
PFKL	2.952278614
PGAM1	3.591857433
PGM1	3.844866753
PHKA1	-0.65798533
PHKB	1.319172859
PHKG2	0.596491933
PIK3C2B	0.076034293
PIK3C3	-0.733353496
PIK3CA	-0.299655437
PIN1	0.557039917
PLA2G4A	-1.173753023
PLCB3	0.683953285
PLK1	0.291105568
PLP2	-1.045763254
PLS1	0.618914306
PLSCR1	1.039973497
PMAIP1	-1.041602254
PMM2	1.339814901
POLB	-0.839699924
POLE2	-0.053117327
POLR2I	1.849232197
POLR2K	0.409412026
PPARD	1.360153079
PPARG	-0.062444031
PPIC	0.790602922
PPOX	2.38967824
PPP2R5A	0.401825786
PPP2R5E	0.777133346
PRCP	-0.999985695
PRKACA	2.058218479
PRKCD	-2.002679586
PRKCH	-2.643387079
PRKCQ	0.962958038
MAPK9	0.614358425
MAPK13	2.385853291
MAP2K5	0.399163246
PRKX	0.455819547
PROS1	-0.252411902
LGMN	1.339721322
HTRA1	-0.184288621
PSMB8	-0.079486653
PSMB10	-3.306099892
PSMD2	0.873897672
PSMD4	-0.594484329
PSMD9	0.438952148
PSMD10	-0.368372142
PSME1	0.812149704
PSME2	1.225837111
PTGS2	0.813909113
PTK2	0.181442082
PTPN1	-1.416293144
PTPN6	0.756936014
PTPN12	1.433420062
PTPRC	-0.086114258
PTPRF	1.926472068
PTPRK	-4.922842979
PXMP2	0.131789833
PXN	-0.732476056
PYCR1	0.644983649
PYGL	0.194422841
RAB4A	1.057043314
RAB27A	-2.618489504
RAC2	-1.219771624
RAD9A	-1.104391336
RAD51C	0.363812327
MOK	-0.916442275
RALA	-1.296556234
RALB	-0.662267685
RALGDS	0.457063347
RAP1GAP	-0.293853045
RASA1	-0.698888898
RB1	-1.214217067
KDM5A	-0.596211731
RELB	-2.956845522
RFC2	0.45218724
RFC5	-0.751169562
RFNG	-1.288216949
RFX5	-2.704768419
RGS2	-0.431527734
RHEB	1.395836711
RNH1	0.216425702
RPA1	-3.814810276
RPA2	0.31091103
RPA3	0.732668519
MRPL12	-3.309448719
RPN1	-3.400761366
RPS5	1.306679726
RPS6	-0.855433702
RPS6KA1	0.113144621
RSU1	0.864877164
RTN2	1.085929632
S100A4	0.027855128
S100A13	0.388187915
SATB1	0.112071455
SCP2	-0.720569193
CCL2	1.016121626
SDHB	-0.21650058
SGCB	0.884126067
SHB	-1.304331779
SHC1	1.684017062
SKIV2L	-0.003288373
SKP1	-0.27948454
SLC1A4	-0.037521303
SMARCA4	0.551420212
SMARCC1	-1.078012824
SMARCD2	0.643625379
SNAP25	-1.87169826
SNCA	0.064496487
SOX2	-0.441355586
SOX4	2.049458265
SPAG4	1.183516502
SPP1	-1.623603225
SPR	-0.327528
SPTAN1	-0.975025892
SRC	-0.07498008
STAT1	1.422683716
STAT3	0.439031899
STAT5B	-0.513284504
AURKA	-2.319806099
STK10	-0.007082224
STX1A	0.372244656
STX4	-2.675392389
STXBP1	-0.57197094
STXBP2	-1.19900012
SUPV3L1	1.08374536
SUV39H1	-4.862611771
SYK	0.743127346
SYPL1	0.318152368
TARBP1	-0.743433297
TBP	-0.013455875
TBX2	1.947476149
TBXA2R	1.455585003
TCEA2	-4.096473694
VPS72	-1.059162259
TCTA	-0.028543893
DYNLT3	-0.134121656
TERT	-0.68614471
TESK1	3.149665833
TFAP2A	-2.823681831
TFDP1	0.494404495
TGFB3	1.354040265
TGFBR2	-1.34008944
TIAM1	-0.769412756
TIMP2	-1.376055479
TJP1	0.448124975
TLE1	-2.235206127
TLR4	0.472938567
TSPAN6	0.194203973
TSPAN4	0.161249638
TOP2A	0.884595752
TP53	0.235364318
TP53BP1	-1.158725619
TP53BP2	0.344506204
TPD52L2	-1.212681532
TPM1	-0.31919691
TSTA3	-2.408900738
TXNRD1	0.968081713
UBE2A	2.502046585
UGDH	-0.50509274
NR1H2	-0.803760529
USP1	-0.215718716
VDAC1	-0.129141003
WFS1	-0.826912165
WRB	-0.350644171
XBP1	1.487955213
XPNPEP1	0.302964211
ZFP36	-0.632543266
ZNF131	-0.095018156
ZMYM2	-0.450533122
PAX8	0.739369035
CXCR4	0.09674947
IFRD2	-0.710027456
MAPKAPK3	-0.629169464
USP7	0.736589491
REEP5	1.493894935
ST7	0.128335297
KAT6A	0.244481668
PDHX	-1.625380754
FOSL1	-0.491401255
HMGA2	-0.036068894
NCOA3	0.543561161
NRIP1	-0.632917225
SMC1A	1.195986152
LAGE3	0.129390419
AXIN1	-1.639624596
CDC45	0.274711758
FZD1	0.130111694
FZD7	1.691884875
HIST2H2BE	2.383010626
PIP4K2B	0.896502018
NCK2	-1.622314453
DYRK3	-1.462044716
DUSP11	-0.940152705
RAE1	0.48283571
PIK3R3	0.696176767
NIPSNAP1	1.522977591
IKBKAP	1.149238348
HAT1	-0.994279623
MAPKAPK5	0.600696981
BHLHE40	0.109369382
MKNK1	1.070299625
CASK	1.226502061
AKR7A2	0.975748003
RUVBL1	1.847275615
PSMG1	-1.060443044
BECN1	-0.41944921
MBTPS1	-0.537912667
EED	-0.7564165
CTNNAL1	1.777373552
RNMT	2.059883118
PEX11A	2.265634298
CREG1	0.068067193
INPP4B	-4.399245262
IQGAP1	-0.445218474
SOCS2	-0.548789382
CFLAR	0.703246713
CDK5R1	-1.963979721
ST3GAL5	-1.130654573
IER3	-2.955559731
SQSTM1	1.959701538
SLC5A6	-0.158884227
CPNE3	-2.002018452
CCNA1	0.583825588
TIMELESS	0.360042036
P4HA2	1.355407
PLOD3	1.86159265
NOL3	0.038137265
SLC25A14	-1.422558665
MPZL1	-1.091902494
MAP7	0.681359649
DNAJA3	-2.011590958
USP14	1.448644161
MTA1	10
PDLIM1	-0.611647248
SMC3	2.371897697
PRPF4	0.674123645
CCNB2	-0.463268071
CCNE2	1.047412992
SYNGR3	1.573027849
LPAR2	0.549699903
ARHGEF2	-0.44715935
ZW10	3.514634371
AURKB	0.503143728
VAPB	0.223126262
NOLC1	0.110741265
UBE2L6	2.461391211
MAPKAPK2	0.229446635
CYTH1	-0.291665375
ITGB1BP1	-1.186059475
BCL7B	-0.073704332
COPB2	0.288331777
ADGRG1	0.125554919
TM9SF2	-0.691449404
MAP4K4	-0.081730425
HOMER2	-2.641701221
SH3BP5	2.107343197
PIGB	-1.417468429
PSMF1	1.111370087
SPTLC2	0.94167769
TBPL1	1.190493822
BAG3	1.13601017
POLR1C	-0.512128949
SPAG7	0.007766105
FEZ2	-0.189907297
IKBKE	-0.55884099
MTFR1	-1.728021026
HS2ST1	-0.318991303
IPO13	-0.11812
VGLL4	-2.665440083
NUP93	0.336923212
UBE3C	-6.370483875
EDEM1	-0.062870443
TRAM2	0.212580785
CEP57	-0.156050235
KIAA0100	-1.820102215
HERPUD1	1.364094734
KIAA0355	0.705057502
USP6NL	-0.40489617
CCP110	-0.329206854
MLEC	-1.23357439
TATDN2	0.292963207
MRPL19	-0.077983715
SCRN1	0.598885536
EFCAB14	-2.089282274
KEAP1	1.931193471
MELK	-0.224361077
PLEKHM1	2.439254761
C2CD5	0.554009318
KIAA0753	-0.43012768
C2CD2L	0.102208465
TOMM70A	-3.697431564
KIAA0196	0.971670151
KLHL21	-0.229988039
ARNT2	-1.053498983
FAM20B	2.527156353
NCAPD2	-2.969827652
PAN2	0.828778565
LPGAT1	1.140796065
KIF14	0.083113663
OXSR1	1.249372125
MVP	0.43462199
DMTF1	-0.082225993
GNPDA1	0.804629028
HDAC6	0.849596262
PARP2	-0.099013448
MAMLD1	1.612816334
DNAJB6	0.307528943
SMC4	-0.705734253
ABCC5	0.009862065
ABCB6	0.367508143
DNM1L	2.254636288
TSPAN3	-0.017207503
KIF20A	-0.207108125
ARL4C	-1.263653994
TRAP1	-0.378675014
G3BP1	0.892142534
MBNL2	-0.137953252
CEBPZ	-0.082554042
SLC25A13	-0.664343834
SORBS3	-0.521413267
RBM6	0.719650924
TXNDC9	-0.189182699
TRIM13	-1.837691307
TRIB1	1.333552361
MFSD10	1.957777262
SLC35B1	0.876871467
TIMM17B	-1.619040728
AKAP8	1.236636877
STUB1	0.277192205
NET1	-0.749064744
SMNDC1	-0.060704306
PAK4	-0.002493761
TNIP1	-0.44510752
IKZF1	0.640330672
TMEM5	0.388480514
HMG20B	0.013580352
MYL9	0.402192354
LYPLA1	-1.397638798
PPIE	-0.066450782
VAV3	-0.394851714
LRRC41	1.649721622
CRTAP	-0.048591465
VAT1	0.616678536
STK25	0.645798683
APPBP2	-0.053601086
CHERP	0.388628095
HYOU1	0.138520986
RPP38	-0.687578738
SLC35A1	0.320393324
DRAP1	-3.14689517
PAICS	-1.601466656
ST6GALNAC2	-1.9874084
STAMBP	0.105928861
NPRL2	-0.385289907
IGF2BP2	0.691243231
YKT6	1.651482821
CGRRF1	0.520487428
RRAGA	-0.131728098
GNB5	2.320555687
EBP	-0.022682443
CNPY3	0.212047666
YME1L1	-2.835652113
TCFL5	-3.257087946
KDM5B	0.675646126
POP4	-1.195822716
ARPP19	0.7909199
ZNF274	0.477488875
MTHFD2	-1.669431329
WASF3	0.882564187
UTP14A	0.642673492
FRS2	0
CLPX	-3.082195759
PGRMC1	-1.4500947
MALT1	-1.288200855
CPSF4	1.264771938
BLCAP	1.293458939
TCERG1	1.178595781
RNPS1	0.282390863
TOMM34	-0.310410202
PDIA5	0.172391981
MLLT11	-2.952458382
EBNA1BP2	-0.283475935
TMED10	-1.229137421
ASCC3	-1.314744234
SLC27A3	0.231072158
KIF2C	-1.198055029
CCDC85B	-0.936743379
TLK2	0.964215875
KDELR2	-0.059529688
RAB31	0.469502032
B4GAT1	-0.550829709
PAPD7	-0.879642665
UBE2C	-0.025976263
DUSP14	-1.655051231
TOPBP1	0.222503796
PRSS23	0.785019636
PWP1	-1.906382799
PKIG	0.57544589
CORO1A	0.901784182
LSM6	2.091082096
PSIP1	-1.931882024
SLC2A6	-1.244567513
NISCH	-2.920015812
CHEK2	-2.382480383
PRAF2	-1.03188467
POLG2	-0.272858977
CHP1	-0.066935159
PNKP	-0.311012357
ECD	1.015627623
DDX42	1.340131402
TWF2	0.350621462
CASC3	0.582668364
COG2	1.492726445
ATF5	-2.138016224
MTF2	0.091027141
PUF60	0.775753975
RAB11FIP2	-0.482768625
CLSTN1	0.250494897
FOXJ3	-0.118304998
KIAA0907	-2.115377426
EPN2	-0.70157218
SACM1L	-0.934144497
ATF6	-1.289897919
RPIA	-0.89076221
RAB21	1.971832752
SPEN	-1.606644988
FBXO21	2.184658051
RBM34	1.249723434
WDTC1	0.917342007
XPO7	0.092192106
TBC1D9B	1.515370846
RRP1B	0.618558347
MYCBP2	-2.380008698
CDK19	1.38979888
GPATCH8	-1.546860218
MAST2	2.19315815
DCUN1D4	3.285097122
FCHO1	0.658869803
SNX13	0.345156968
ATP11B	0.660927355
JMJD6	2.921341419
RRS1	-1.347068191
RRP12	0.597307205
SYNE2	1.055861235
PDS5A	2.429139137
CAMSAP2	-0.369880617
ATMIN	0.58695513
TRIM2	-1.300819159
KIAA1033	-0.438668728
USP22	1.109375
WDR7	0.771719456
JADE2	-2.081384182
ARHGEF12	0.536116004
PPP1R13B	-1.167273283
RRP8	1.518671274
NUDCD3	-2.000656366
SIRT3	1.255858421
SLC35A3	-2.413937092
ICMT	-1.193381786
MACF1	1.419219494
SUZ12	0.719792962
KAT6B	0.981991589
NNT	-0.642903924
ADAT1	-0.103202514
TMEM50A	0.862256646
KLHDC2	-0.968717754
ACOT9	0.852480888
SSBP2	2.713961601
NUP62	-0.168884784
ARFIP2	-1.331490755
LSM5	0.158747971
PLA2G15	1.347057223
TMEM2	0.757959723
ZNF318	0.496693105
FBXO7	-0.36425972
SPDEF	-1.153809428
BAMBI	-0.827202201
BACE2	-1.309330821
COG4	0.593794823
MPC2	-0.201362193
CLIC4	3.349220514
C2CD2	-1.862266779
TIPARP	-1.124434948
TSKU	-0.21541521
RNF167	-1.182377577
LRP10	0.221439093
ZNF451	0.035160352
SENP6	0.846214771
RAI14	-0.31458658
KIF1BP	1.324946761
TES	1.22867918
PHGDH	0.531770289
MYCBP	1.59829092
CHIC2	2.83637619
TIMM9	-0.085804984
AKAP8L	2.595713139
ATP2C1	-4.366687298
TRAPPC3	-0.073814154
ATP5S	-0.761159062
TNFRSF21	1.426945329
SESN1	-2.227018118
HTATSF1	-1.901894808
TMEM97	0.272644877
BZW2	0.702621222
CHMP4A	0.333609819
GTPBP8	0.608062506
DNAJC15	0.114101976
PACSIN3	-1.49899888
RBM15B	1.551026583
HOOK2	-0.576155901
SNX11	0.169387192
TIMM22	-0.872214556
NENF	-1.34308672
UBQLN2	-0.286888719
ERO1A	-1.893751502
DNTTIP2	-1.755453944
PIK3R4	-2.91658926
HDGFRP3	-4.158336639
COPS7A	3.347805738
NSDHL	-0.711851835
HEBP1	0.610614657
MTERF3	0.196263909
AMDHD2	-1.084827781
ISOC1	0.577502728
MRPS16	2.824755192
FIS1	0.211997002
GOLT1B	2.73274827
GLOD4	-1.269258738
GMNN	-0.011341095
LAP3	-1.306488395
NOSIP	-0.681556582
DERA	-1.135816455
SCCPDH	0.537865758
MRPS2	0.334608614
VPS28	-3.931832552
HSD17B11	0.831037045
NUSAP1	0.833920121
SCAND1	2.529589653
CD320	0.020518154
NGRN	-1.232128739
SNX7	1.344452739
ATP6V1D	4.357189178
ZNF589	-0.181179404
PRKAG2	0.249334633
UBE2J1	-1.036781788
EVL	0.688462138
HACD3	1.6235044
UFM1	-1.427076578
LSR	0.090738833
DHRS7	-0.853664994
CAB39	1.000877857
ARID4B	-3.213900089
NUDT9	0.846040964
CYCS	0.893784881
TERF2IP	-0.407236487
GFOD1	1.5801754
KCTD5	-1.874914408
TMCO1	-1.042124033
DHX29	-0.292685419
EXOSC4	-0.557735443
DDIT4	0.474843562
PAF1	1.506222487
P4HTM	-0.213677883
SLC35F2	-0.959726572
ZNF586	0.499551177
FBXL12	0.310314655
TEX10	-0.567558289
YTHDF1	1.095803261
TXNL4B	-0.621817172
HERC6	2.756557941
PIH1D1	-0.42732504
PPP2R3C	1.015502214
FKBP14	0.289712846
CDCA4	0.719120324
PLEKHJ1	0.212665766
HEATR1	-1.181502581
ANO10	1.960765004
UBR7	-2.388608217
FAIM	-0.659944654
ADI1	-0.641668558
ABCF3	0.483192384
ENOSF1	-0.464703441
LRRC16A	-1.371217012
ANKRD10	1.196759105
STAP2	1.687520266
IARS2	0.314822227
NUP133	-0.814888716
CNDP2	0.339181036
FAM63A	0.297351956
KDM3A	-0.435485512
PECR	0.956097007
EAPP	1.726110458
CISD1	-0.386568844
ZNF395	0.198865414
KLHL9	0.098172277
NPDC1	-0.251774073
TM9SF3	-3.602855444
PAK6	-0.643903136
DUSP22	1.580596566
ADCK3	0.624766707
CIAPIN1	1.239490747
PLSCR3	0.193994105
SCYL3	1.02989316
LYRM1	0.259943068
ZMIZ1	-0.266940475
MCOLN1	-0.344739497
THAP11	1.220754743
ABHD6	0.717559695
TRIB3	-0.718267083
POLD4	-5.670280457
SQRDL	-0.481285751
ENOPH1	-0.127517521
PRUNE	-2.726098061
SNX6	0.866159678
FASTKD5	-0.852050662
ELAC2	1.709694862
ABHD4	-0.47399056
MCUR1	0.34145987
RBKS	-1.736706257
ATG3	-0.182451472
NARFL	1.39814806
ZDHHC6	0.583354533
ACBD3	-0.458805144
CERK	0.645988882
NT5DC2	-2.187460184
ACD	2.013854504
INTS3	1.300158024
TRAK2	2.07971406
METRN	1.65316534
ELOVL6	2.264912128
TMEM109	0.981996655
CCDC86	0.375845611
TRAPPC6A	-1.758217812
CHAC1	-1.592162967
MBOAT7	-0.561520457
PRR15L	-1.798731446
CRELD2	-0.77754879
FSD1	-1.547410488
TCTN1	-1.892085552
CHMP6	-3.406939507
NPEPL1	-0.047281299
FAM57A	-1.109954596
NUP85	1.176926613
TCEAL4	-1.183645129
DHDDS	2.591296911
DENND2D	-1.850799203
FBXO11	-2.114041805
CCDC92	0.609717131
COASY	-0.864896297
WDR61	-0.130236298
TSEN2	-2.988589048
PRR7	-0.95701468
ITFG1	1.020513535
GDPD5	0.069054231
GRWD1	-2.091429234
ARID5B	0.46831274
TUBB6	-2.633573532
PSRC1	1.502354145
ADO	-5.025529861
HIST1H2BK	-0.10936676
MICALL1	0.886663675
UBE3B	-1.039633513
HN1L	-0.144596398
SLC25A46	1.871736407
COG7	-1.321392298
MAPK1IP1L	2.308411598
TBC1D31	-1.694649577
H2AFV	0.07751821
RPL39L	1.164055347
CANT1	0.698842883
WIPF2	-1.926023722
TICAM1	1.093120575
TXLNA	0.078837335
SPRED2	-3.22111392
EML3	-0.228278309
TMEM110	-0.658001304
FAM69A	5.004137993
