Gene_Id	tert-butylhydroquinone_JURKAT_6 h_10 µM
VAV3	0.607541025
LRRC41	-0.224792898
CRTAP	0.174657419
VAT1	0.009311326
STK25	0.047646333
APPBP2	1.02192688
CHERP	0.252880365
HYOU1	0.191722929
RPP38	-0.087161832
SLC35A1	0.0602348
DRAP1	-0.517662942
PAICS	-0.529866815
ST6GALNAC2	-0.136963457
STAMBP	-0.746589422
NPRL2	0.579304099
IGF2BP2	0.6454041
YKT6	-0.162855253
CGRRF1	0.622421503
RRAGA	-0.994443536
GNB5	-0.100818418
EBP	-0.719562173
CNPY3	-0.205202937
YME1L1	-0.073840871
TCFL5	-1.067924619
KDM5B	0.171803653
POP4	0.197005719
ARPP19	0.425141364
ZNF274	0.532489121
MTHFD2	0.125672415
WASF3	0.369799495
UTP14A	0.050997429
FRS2	-0.000180065
CLPX	0.268974423
PGRMC1	0.250062197
MALT1	-0.487493604
CPSF4	0.018733744
BLCAP	-0.013893478
TCERG1	-0.27219671
RNPS1	-0.50060755
TOMM34	-0.37889564
PDIA5	-0.166242778
MLLT11	1.058495283
EBNA1BP2	0.297546893
TMED10	0.28835246
ASCC3	0.119314954
SLC27A3	0.835714936
KIF2C	0.616028011
CCDC85B	0.982375324
TLK2	-0.104300797
KDELR2	-0.351890385
RAB31	-0.669819832
B4GAT1	-0.1231343
PAPD7	-2.865719318
UBE2C	0.270014554
DUSP14	0.369789571
TOPBP1	0.083941743
PRSS23	0.377978265
PWP1	0.013413101
PKIG	0.86477679
CORO1A	-0.216080397
LSM6	-0.239224762
PSIP1	-0.555465341
SLC2A6	0.461821914
NISCH	0.584265292
CHEK2	0.158477128
PRAF2	-0.03675694
POLG2	0.322128266
CHP1	0.16960983
PNKP	0.129757747
ECD	-0.390780151
DDX42	-0.391028911
TWF2	-0.600355268
CASC3	0.068385296
COG2	0.708487451
ATF5	-0.193302214
MTF2	-0.312341034
PUF60	-0.444012344
RAB11FIP2	0.336618125
CLSTN1	-0.154436201
FOXJ3	0.392436832
KIAA0907	0.568958938
EPN2	0.451847613
SACM1L	2.264710426
ATF6	-0.56975472
RPIA	0.57111454
RAB21	2.204191685
SPEN	0.134884268
FBXO21	0.611356616
RBM34	0.43427977
WDTC1	-0.779429615
XPO7	-0.057804272
TBC1D9B	-0.065989614
RRP1B	-0.126014665
MYCBP2	0.162897825
CDK19	-0.116471857
GPATCH8	0.074261621
MAST2	0.000899151
DCUN1D4	-1.051584005
FCHO1	-0.768139303
SNX13	0.56959796
ATP11B	1.577865601
JMJD6	0.332930446
RRS1	-0.697658539
RRP12	-0.392772794
SYNE2	-0.01727253
PDS5A	0.234708071
CAMSAP2	0.21107243
ATMIN	-0.905838788
TRIM2	0.30908224
KIAA1033	0.641649604
USP22	-0.684861898
WDR7	-0.023038141
JADE2	0.249445558
ARHGEF12	-0.187855721
PPP1R13B	0.147160962
RRP8	-0.105011448
NUDCD3	0.552324831
SIRT3	-0.038596295
SLC35A3	-0.866882503
ICMT	-0.617806256
MACF1	-0.200175285
SUZ12	0.470970243
KAT6B	0.173867881
NNT	0.272286475
ADAT1	1.474878669
TMEM50A	-0.351914316
KLHDC2	0.047929861
ACOT9	-0.252320498
SSBP2	1.082129121
NUP62	-0.028471339
ARFIP2	0.31323278
LSM5	-0.113035694
PLA2G15	0.279890001
TMEM2	0.532353282
ZNF318	-1.253795385
FBXO7	-0.057231888
SPDEF	0.216081187
BAMBI	0.377113312
BACE2	-0.037423678
COG4	-0.607945323
MPC2	0.365565687
CLIC4	-0.857117712
C2CD2	0.519747019
TIPARP	0.557053447
TSKU	2.214834213
RNF167	-0.165604711
LRP10	0.280262589
ZNF451	-0.179619417
SENP6	0.268767446
RAI14	-1.44335556
KIF1BP	0.047795072
TES	0.378388405
PHGDH	-0.299132764
MYCBP	0.481616408
CHIC2	1.195020556
TIMM9	0.88354665
AKAP8L	-0.642414272
ATP2C1	-0.104776703
TRAPPC3	0.655585408
ATP5S	-0.076919943
TNFRSF21	-0.325672567
SESN1	0.761031866
HTATSF1	-0.550656259
TMEM97	-0.239630923
BZW2	0.497373402
CHMP4A	0.712420106
GTPBP8	0.30077377
DNAJC15	0.100608379
PACSIN3	-0.166218564
RBM15B	-0.189826176
HOOK2	0.680837154
SNX11	-0.888143957
TIMM22	-0.206006497
NENF	0.407029361
UBQLN2	0.247927979
ERO1A	-0.134752795
DNTTIP2	0.129599631
PIK3R4	0.487631232
HDGFRP3	0.24153389
COPS7A	0.466977596
NSDHL	0.150212467
HEBP1	0.378068805
MTERF3	-0.501826406
AMDHD2	1.710749388
ISOC1	-1.382956028
MRPS16	0.07340467
FIS1	0.731514454
GOLT1B	-0.051131744
GLOD4	1.173618197
GMNN	-0.121958122
LAP3	0.401535124
NOSIP	-0.134174421
DERA	-0.015381075
SCCPDH	0.01555346
MRPS2	0.723967612
VPS28	0.389852971
HSD17B11	0.505391657
NUSAP1	-0.533699334
SCAND1	0.559240639
CD320	0.01672164
NGRN	-0.79419452
SNX7	0.459757209
ATP6V1D	0.130745649
ZNF589	-0.534662366
PRKAG2	0.432033539
UBE2J1	-0.089896992
EVL	0.090517446
HACD3	0.245834842
UFM1	0.87092638
LSR	0.44544515
DHRS7	-0.211238295
CAB39	-0.865574718
ARID4B	0.330000997
NUDT9	-0.568153381
CYCS	-0.068060443
TERF2IP	-0.051917233
GFOD1	-0.054471701
KCTD5	-0.522181451
TMCO1	0.871087432
DHX29	0.889985502
EXOSC4	0.215116531
DDIT4	-0.420179844
PAF1	-0.047761794
P4HTM	0.559409797
SLC35F2	1.011760473
ZNF586	0.352695286
FBXL12	-0.299716741
TEX10	-0.533514917
YTHDF1	1.147454023
TXNL4B	-0.462328017
HERC6	-0.212718263
PIH1D1	-0.253797919
PPP2R3C	0.203753516
FKBP14	-0.048223216
CDCA4	0.181027845
PLEKHJ1	-0.480102092
HEATR1	-0.037036225
ANO10	-0.501118243
UBR7	0.207464233
FAIM	-0.420982599
ADI1	0.408575594
ABCF3	-0.444935918
ENOSF1	-0.688512564
LRRC16A	0.458820105
ANKRD10	0.235090628
STAP2	0.469166845
IARS2	0.874033153
NUP133	0.953795671
CNDP2	-0.050557792
FAM63A	0.444538027
KDM3A	0.145565853
PECR	-0.058524542
EAPP	0.903906345
CISD1	-1.28070581
ZNF395	0.262434185
KLHL9	-0.375879794
NPDC1	0.042417839
TM9SF3	0.69078505
PAK6	0.343540162
DUSP22	-0.251080573
ADCK3	0.058531836
CIAPIN1	-0.299427211
PLSCR3	-0.699627101
SCYL3	0.200068682
LYRM1	0.625271559
ZMIZ1	-1.131524205
MCOLN1	0.706222355
THAP11	0.15809983
ABHD6	-0.939204931
TRIB3	1.160943151
POLD4	0.010869842
SQRDL	-0.731574535
ENOPH1	0.131238773
PRUNE	-0.666974783
SNX6	-0.631474793
FASTKD5	1.306319356
ELAC2	-1.093445182
ABHD4	0.312694043
MCUR1	0.393325746
RBKS	-0.125030935
ATG3	-1.030378699
NARFL	-0.123408198
ZDHHC6	-0.292569816
ACBD3	-0.353652269
CERK	-0.327884227
NT5DC2	1.020739794
ACD	0.248789862
INTS3	-0.354845881
TRAK2	0.026632141
METRN	-0.757084191
ELOVL6	0.622866154
TMEM109	-0.139862597
CCDC86	0.359097064
TRAPPC6A	-0.105297193
CHAC1	0.466578156
MBOAT7	0.223539487
PRR15L	0.175140738
CRELD2	0.070151933
FSD1	-0.085197754
TCTN1	0.590672255
CHMP6	0.114716902
NPEPL1	-0.447404265
FAM57A	-0.5367046
NUP85	-0.442771256
TCEAL4	0.005879119
DHDDS	0.697229326
DENND2D	0.551913261
FBXO11	-0.530763984
CCDC92	0.864463329
COASY	0.494494885
WDR61	-0.269795477
TSEN2	0.393651307
PRR7	0.353559166
ITFG1	-0.577023745
GDPD5	-1.183905363
GRWD1	1.516077518
ARID5B	0.644988298
TUBB6	-0.194408268
PSRC1	-0.219216555
ADO	0.032586932
HIST1H2BK	-0.878609896
MICALL1	0.714063764
UBE3B	-0.420970917
HN1L	-0.84262526
SLC25A46	1.495139003
COG7	-0.395947248
MAPK1IP1L	-0.086852923
TBC1D31	0.117972516
H2AFV	-0.266439676
RPL39L	-0.25725913
CANT1	0.776458621
WIPF2	0.105855927
TICAM1	0.532154739
TXLNA	-0.547293663
SPRED2	0.266232073
EML3	-0.189282432
TMEM110	0.098200619
FAM69A	0.454159975
