Gene_Id	spiperone_HEPG2_24 h_3 µM
CXCR4	-0.939921021
IFRD2	-0.279979527
MAPKAPK3	0.092685595
USP7	0.013031844
REEP5	0.605935574
ST7	0.33395189
KAT6A	0.338153571
PDHX	0.296529144
FOSL1	0.393572718
HMGA2	1.391394973
NCOA3	-0.042524159
NRIP1	-0.212800384
SMC1A	-0.140479326
LAGE3	-0.314177275
AXIN1	0.718797565
CDC45	0.555420876
FZD1	0.461884469
FZD7	0.028300241
HIST2H2BE	-0.350028992
PIP4K2B	-0.663450778
NCK2	0.472339988
DYRK3	0.091421336
DUSP11	-0.206088662
RAE1	-0.100952327
PIK3R3	-0.590814054
NIPSNAP1	-0.586127996
IKBKAP	0.323220432
HAT1	0.484570235
MAPKAPK5	0.467395812
BHLHE40	0.483184487
MKNK1	1.688561916
CASK	-0.729948223
AKR7A2	-2.688513756
RUVBL1	0.192347914
PSMG1	0.586069584
BECN1	0.195774555
MBTPS1	0.424075902
EED	-1.940861106
CTNNAL1	-0.20806697
RNMT	2.229835749
PEX11A	-0.193775207
CREG1	-1.420275688
INPP4B	-0.86482209
IQGAP1	-0.487562865
SOCS2	0.241913855
CFLAR	-0.14298901
CDK5R1	0.55160284
ST3GAL5	-0.133498758
IER3	0.24201104
SQSTM1	0.258310884
SLC5A6	0.116941258
CPNE3	-0.427857637
CCNA1	-0.319170475
TIMELESS	0.212711826
P4HA2	-0.216006085
PLOD3	-0.707709908
NOL3	0.371652901
SLC25A14	0.151764885
MPZL1	0.524015963
MAP7	1.229135871
DNAJA3	0.512953997
USP14	0.392049849
MTA1	-0.741425037
PDLIM1	0.663783312
SMC3	-2.867626905
PRPF4	-0.951172233
CCNB2	-0.002465814
CCNE2	-0.462271154
SYNGR3	-0.401843965
LPAR2	-0.061935231
ARHGEF2	-0.504418492
ZW10	0.436052978
AURKB	0.286970139
VAPB	0.025522448
NOLC1	0.315010369
UBE2L6	-0.268749863
MAPKAPK2	1.498313189
CYTH1	0.098989189
ITGB1BP1	-0.295172989
BCL7B	-0.094869778
COPB2	-0.208743662
ADGRG1	0.39531514
TM9SF2	-0.261272788
MAP4K4	0.198623866
HOMER2	-0.624122262
SH3BP5	0.057274953
PIGB	-0.445449233
PSMF1	-0.42288512
SPTLC2	0.411279052
TBPL1	0.92346406
BAG3	-0.824751377
POLR1C	0.218312413
SPAG7	0.742339194
FEZ2	0.496613085
IKBKE	-0.266812891
MTFR1	0.212382644
HS2ST1	0.541455746
IPO13	-0.086462341
VGLL4	0.054803587
NUP93	0.385822654
UBE3C	-0.563784361
EDEM1	-0.050588638
TRAM2	0.840943813
CEP57	0.324586511
KIAA0100	1.361422062
HERPUD1	-0.034154847
KIAA0355	-0.036812581
USP6NL	-0.881760061
CCP110	0.295585424
MLEC	-0.134446055
TATDN2	0.894379139
MRPL19	-0.059454799
SCRN1	-0.694720745
EFCAB14	-0.124987625
KEAP1	0.369535148
MELK	2.123570204
PLEKHM1	0.936854839
C2CD5	0.279689163
KIAA0753	-0.450544178
C2CD2L	0.355170012
TOMM70A	0.411474884
KIAA0196	-0.358604491
KLHL21	-0.275772333
ARNT2	-0.209892154
FAM20B	-0.953385234
NCAPD2	-0.027355537
PAN2	-0.634815633
LPGAT1	0.041529935
KIF14	0.119247049
OXSR1	-1.186693907
MVP	-0.756513774
DMTF1	0.332601577
GNPDA1	0.423296869
HDAC6	-0.27186805
PARP2	0.016174294
MAMLD1	1.763193846
DNAJB6	0.149701148
SMC4	-0.044725694
ABCC5	0.43469736
ABCB6	0.525455713
DNM1L	0.361430645
TSPAN3	-0.373052984
KIF20A	-0.343099475
ARL4C	-0.260882348
TRAP1	-0.529646695
G3BP1	0.262730896
MBNL2	0.169617742
CEBPZ	0.47368893
SLC25A13	0.257184744
SORBS3	-0.024751402
RBM6	0.031566218
TXNDC9	0.484014809
TRIM13	0.24630928
TRIB1	-0.208148494
MFSD10	0.257177144
SLC35B1	-0.281763613
TIMM17B	-0.754059076
AKAP8	-0.030576834
STUB1	-0.815812886
NET1	1.607356071
SMNDC1	0.696827173
PAK4	0.779570341
TNIP1	-0.246116951
IKZF1	-0.608710527
TMEM5	-0.048431158
HMG20B	0.220231876
MYL9	-2.400702477
LYPLA1	0.078358397
PPIE	-0.075712264
VAV3	-0.193635896
LRRC41	0.326238573
CRTAP	0.969359159
VAT1	0.245771378
STK25	0.511098862
APPBP2	0.227481097
CHERP	-0.193497866
HYOU1	-0.709590316
RPP38	-0.289860725
SLC35A1	-0.278907359
DRAP1	0.829708695
PAICS	-0.008680709
ST6GALNAC2	-0.558020413
STAMBP	0.823420465
NPRL2	0.196141154
IGF2BP2	-0.716812909
YKT6	0.801381946
CGRRF1	1.010303617
RRAGA	0.396229833
GNB5	0.458689034
EBP	-0.480134904
CNPY3	-0.785734475
YME1L1	0.185126528
TCFL5	-0.864370048
KDM5B	0.181825697
POP4	0.640862048
ARPP19	0.49061957
ZNF274	0.661483824
MTHFD2	0.279976994
WASF3	0.201319709
UTP14A	0.170779422
FRS2	0.00021623
CLPX	0.275350958
PGRMC1	0.839005828
MALT1	-0.271396011
CPSF4	0.037977934
BLCAP	0.943769097
TCERG1	-0.345841587
RNPS1	-0.08047688
TOMM34	0.274086952
PDIA5	-0.208888099
MLLT11	0.121917337
EBNA1BP2	1.005005598
TMED10	0.080737308
ASCC3	0.634165466
SLC27A3	0.868262291
KIF2C	-0.841946542
CCDC85B	-0.326734304
TLK2	-0.167659819
KDELR2	0.038593367
RAB31	-0.210297585
B4GAT1	-0.185503244
PAPD7	-0.396670461
UBE2C	-0.831402183
DUSP14	0.450552642
TOPBP1	1.948568821
PRSS23	0.030971237
PWP1	0.881658256
PKIG	0.472343922
CORO1A	0.722516
LSM6	-0.685747981
PSIP1	0.565134406
SLC2A6	0.951464534
NISCH	0.448365569
CHEK2	-1.191740751
PRAF2	1.337125421
POLG2	0.050254077
CHP1	-0.152608037
PNKP	3.644861221
ECD	0.296183586
DDX42	0.145721003
TWF2	0.036249615
CASC3	0.14862527
COG2	0.030146234
ATF5	-0.427044034
MTF2	0.279117286
PUF60	-1.399923921
RAB11FIP2	-1.289182544
CLSTN1	0.355245948
FOXJ3	1.351956129
KIAA0907	0.451897979
EPN2	0.178779721
SACM1L	-0.317675203
ATF6	0.701116085
RPIA	0.053151935
RAB21	-0.764557064
SPEN	-0.067658119
FBXO21	-0.017491847
RBM34	0.12615186
WDTC1	0.121540889
XPO7	0.511336267
TBC1D9B	0.069513872
RRP1B	0.243999764
MYCBP2	0.345049143
CDK19	-0.371162534
GPATCH8	0.23982729
MAST2	0.020550787
DCUN1D4	-0.111644804
FCHO1	0.221082792
SNX13	-0.076994047
ATP11B	0.170540065
JMJD6	0.514786005
RRS1	0.384606779
RRP12	0.184639543
SYNE2	-0.593389034
PDS5A	0.069569752
CAMSAP2	0.523465812
ATMIN	-0.555123389
TRIM2	-0.024896666
KIAA1033	-0.650221705
USP22	-0.319491863
WDR7	0.267190188
JADE2	0.308716595
ARHGEF12	0.068007499
PPP1R13B	-0.06581594
RRP8	0.212360144
NUDCD3	0.320403993
SIRT3	-0.427543908
SLC35A3	-0.073099516
ICMT	-0.1746867
MACF1	-0.447691649
SUZ12	0.060765341
KAT6B	-0.130755231
NNT	0.753600717
ADAT1	-0.134033084
TMEM50A	0.804938853
KLHDC2	0.899448454
ACOT9	-0.66398406
SSBP2	-0.237383872
NUP62	0.521519244
ARFIP2	0.438803434
LSM5	-0.400743544
PLA2G15	0.417645156
TMEM2	0.851184011
ZNF318	-0.516994178
FBXO7	-0.463619232
SPDEF	0.191104501
BAMBI	-0.812883735
BACE2	0.726101816
COG4	0.019936167
MPC2	-0.306830108
CLIC4	-0.29763335
C2CD2	0.192700937
TIPARP	0.624687135
TSKU	-0.493711919
RNF167	0.675889015
LRP10	-0.27661401
ZNF451	-0.364033639
SENP6	0.210182577
RAI14	0.157065824
KIF1BP	0.903940618
TES	-0.620963991
PHGDH	0.424795091
MYCBP	0.682677269
CHIC2	0.287831962
TIMM9	0.140964538
AKAP8L	0.454627097
ATP2C1	0.18466872
TRAPPC3	0.326135874
ATP5S	0.723087549
TNFRSF21	0.341753662
SESN1	-0.607815742
HTATSF1	-0.122466914
TMEM97	0.570608795
BZW2	0.799543858
CHMP4A	0.548630238
GTPBP8	-0.356119394
DNAJC15	-1.482705712
PACSIN3	-0.285879403
RBM15B	-0.360267282
HOOK2	0.212854743
SNX11	-1.184173584
TIMM22	-0.321540505
NENF	0.436919272
UBQLN2	0.656050563
ERO1A	0.102223597
DNTTIP2	0.386590004
PIK3R4	-0.246914417
HDGFRP3	-0.499962687
COPS7A	0.399135679
NSDHL	-0.177162662
HEBP1	0.463665873
MTERF3	0.132057533
AMDHD2	-0.513621628
ISOC1	0.913152397
MRPS16	0.273935825
FIS1	-0.097454511
GOLT1B	-0.608453333
GLOD4	-0.037088022
GMNN	-0.634056568
LAP3	0.106277622
NOSIP	0.147044212
DERA	0.427079558
SCCPDH	0.394240886
MRPS2	-0.42759037
VPS28	-0.185928613
HSD17B11	0.342630565
NUSAP1	-0.309695423
SCAND1	0.15780744
CD320	0.318397462
NGRN	-0.762451172
SNX7	0.271663666
ATP6V1D	-0.030508608
ZNF589	0.661762059
PRKAG2	0.309629917
UBE2J1	0.196913421
EVL	-1.587412357
HACD3	6.273366928
UFM1	-0.756355464
LSR	-0.246493801
DHRS7	0.398432076
CAB39	-0.295453787
ARID4B	-0.357653856
NUDT9	0.171207428
CYCS	-0.034039557
TERF2IP	0.826326013
GFOD1	-0.355220705
KCTD5	-0.307850659
TMCO1	-0.359250367
DHX29	0.857583702
EXOSC4	-0.069178924
DDIT4	0.130091667
PAF1	-0.512830734
P4HTM	0.360599041
SLC35F2	0.561651886
ZNF586	0.014574511
FBXL12	-0.466114759
TEX10	-0.120633543
YTHDF1	-0.026821434
TXNL4B	-1.165217042
HERC6	-0.943157554
PIH1D1	0.426235676
PPP2R3C	-0.250924051
FKBP14	-0.332625389
CDCA4	-5.157851696
PLEKHJ1	0.57838273
HEATR1	-0.330875933
ANO10	-0.01151599
UBR7	0.554870844
FAIM	0.084119543
ADI1	0.494085819
ABCF3	-0.066770084
ENOSF1	-0.437184393
LRRC16A	1.176412582
ANKRD10	-0.47575289
STAP2	-0.304271251
IARS2	-0.414021969
NUP133	-0.274035871
CNDP2	0.05168359
FAM63A	-2.003609419
KDM3A	0.944393992
PECR	-0.143583044
EAPP	0.053363048
CISD1	-0.614951491
ZNF395	-0.031541266
KLHL9	0.288690627
NPDC1	-0.722403884
TM9SF3	0.82770443
PAK6	0.139209554
DUSP22	-0.317115217
ADCK3	-0.41374886
CIAPIN1	-0.168221474
PLSCR3	-0.351078212
SCYL3	-0.592730582
LYRM1	0.2374378
ZMIZ1	0.203137279
MCOLN1	-0.415138274
THAP11	0.461775869
ABHD6	0.413581163
TRIB3	-0.638247848
POLD4	-0.148394987
SQRDL	0.73388958
ENOPH1	0.140444487
PRUNE	0.556223869
SNX6	-0.452194721
FASTKD5	-0.045237519
ELAC2	0.35926339
ABHD4	0.254033297
MCUR1	0.101751
RBKS	1.029168487
ATG3	0.771847129
NARFL	-0.333670139
ZDHHC6	-0.794817507
ACBD3	0.009166479
CERK	-0.487081289
NT5DC2	-0.439842641
ACD	0.624500871
INTS3	-0.513756394
TRAK2	-2.044156313
METRN	-0.269913167
ELOVL6	-0.281935781
TMEM109	-0.232072338
CCDC86	-0.257408887
TRAPPC6A	0.173231781
CHAC1	0.310027063
MBOAT7	0.471730709
PRR15L	-0.016336977
CRELD2	-0.307674527
FSD1	1.601675749
TCTN1	0.796599805
CHMP6	-2.798789024
NPEPL1	-0.538128853
FAM57A	1.019310594
NUP85	-0.19918485
TCEAL4	-0.174586147
DHDDS	-0.332699955
DENND2D	-0.050847176
FBXO11	-0.135030732
CCDC92	2.494744539
COASY	-0.153748304
WDR61	0.608791053
TSEN2	0.873017192
PRR7	0.754942417
ITFG1	-0.181139469
GDPD5	0.43851918
GRWD1	-0.287979841
ARID5B	0.16120027
TUBB6	0.240301967
PSRC1	-0.456144571
ADO	0.164796412
HIST1H2BK	-0.054884106
MICALL1	-0.179778963
UBE3B	0.375048399
HN1L	-0.424134195
SLC25A46	-0.364413142
COG7	0.175134256
MAPK1IP1L	-0.806828856
TBC1D31	-0.313046217
H2AFV	0.100548871
RPL39L	0.455961913
CANT1	-0.106964782
WIPF2	-0.19786182
TICAM1	0.657220721
TXLNA	0.471927464
SPRED2	0.152152389
EML3	-0.201831952
TMEM110	-0.229413331
FAM69A	-0.341003597
