Gene_Id	geldanamycin_HEPG2_6 h_10 µM
PNP	-0.009528838
NPC1	2.486911131
SLC11A2	-0.008984994
NRAS	-0.281722214
NUCB2	-0.148893864
NUP88	-0.713937882
NVL	-1.519793897
ORC1	0.06699119
OXA1L	-0.717309467
OXCT1	0.055390857
PAFAH1B1	0.201963583
PAFAH1B3	-0.699173154
SERPINE1	-0.453778342
PAK1	-0.295080381
PCBD1	-0.71543456
PCCB	-0.395876708
PCK2	0.06748821
PCM1	-0.963762236
PCMT1	-0.835969777
PCNA	-0.167859803
PDGFA	-0.51326851
PFKL	0.476909376
PGAM1	1.631654649
PGM1	-0.656443606
PHKA1	0.782337293
PHKB	-0.540068986
PHKG2	0.005428129
PIK3C2B	-3.256789119
PIK3C3	3.484778215
PIK3CA	0.361915391
PIN1	1.255813488
PLA2G4A	1.592027268
PLCB3	-1.274482337
PLK1	-0.114443942
PLP2	-0.145382566
PLS1	0.251391107
PLSCR1	-0.60049959
PMAIP1	1.371906838
PMM2	-0.336657875
POLB	0.880233894
POLE2	0.407155697
POLR2I	0.572478583
POLR2K	0.293826174
PPARD	0.385984224
PPARG	-0.660311466
PPIC	-0.561372344
PPOX	-0.069855804
PPP2R5A	-1.201752382
PPP2R5E	-0.197233333
PRCP	0.360633447
PRKACA	0.566208881
PRKCD	-0.297945099
PRKCH	0.643971352
PRKCQ	-2.54298723
MAPK9	0.213768023
MAPK13	-0.645013888
MAP2K5	0.166347376
PRKX	0.533307805
PROS1	-0.347524361
LGMN	-0.584512903
HTRA1	-0.833637315
PSMB8	0.405707733
PSMB10	1.012696174
PSMD2	0.74226692
PSMD4	-0.857382583
PSMD9	0.280261313
PSMD10	0.488167388
PSME1	0.083153074
PSME2	-0.636864032
PTGS2	0.611666744
PTK2	0.755517458
PTPN1	0.873620847
PTPN6	0.066871889
PTPN12	-1.797364289
PTPRC	-0.018106584
PTPRF	0.799132516
PTPRK	-0.386854847
PXMP2	-1.01054773
PXN	0.115790766
PYCR1	0.222552535
PYGL	0.36743932
RAB4A	0.24348471
RAB27A	-0.476795668
RAC2	-0.532351496
RAD9A	0.721719778
RAD51C	0.166354367
MOK	0.613321866
RALA	0.158628338
RALB	-0.072458322
RALGDS	-1.351285042
RAP1GAP	0.229706804
RASA1	1.973110232
RB1	5.205162563
KDM5A	0.690778393
RELB	2.837322843
RFC2	4.448377401
RFC5	-0.359009078
RFNG	2.018514189
RFX5	4.300458036
RGS2	0.24203345
RHEB	-0.794337682
RNH1	-0.856637601
RPA1	0.695003854
RPA2	-0.155872313
RPA3	-0.25808683
MRPL12	0.053168493
RPN1	0.368719206
RPS5	0.130722201
RPS6	0.332181921
RPS6KA1	-0.590445993
RSU1	0.762479859
RTN2	-0.270802768
S100A4	-0.299123617
S100A13	-0.751081868
SATB1	0.158159084
SCP2	-1.34045385
CCL2	-0.506551782
SDHB	0.002040411
SGCB	-1.557952922
SHB	-0.894381233
SHC1	-0.583631743
SKIV2L	0.636293016
SKP1	0.125627616
SLC1A4	0.663443475
SMARCA4	-0.019847542
SMARCC1	0.38795191
SMARCD2	-1.106025403
SNAP25	-0.083274326
SNCA	-1.056676372
SOX2	0.366164642
SOX4	-1.818052298
SPAG4	0.02198995
SPP1	0.098772503
SPR	-0.294910515
SPTAN1	-0.431256387
SRC	0.90828812
STAT1	0.289230634
STAT3	0.283568162
STAT5B	0.775011943
AURKA	-1.195652935
STK10	0.402867972
STX1A	-0.865480529
STX4	1.166860929
STXBP1	-1.906611083
STXBP2	0.934689022
SUPV3L1	0.870730645
SUV39H1	-0.647867442
SYK	-0.795193146
SYPL1	-0.327004583
TARBP1	-1.524845819
TBP	0.763419572
TBX2	0.109594245
TBXA2R	-0.007291239
TCEA2	0.214635974
VPS72	0.541849086
TCTA	0.567888244
DYNLT3	-0.477955538
TERT	0.348513457
TESK1	0.234950041
TFAP2A	0.435806157
TFDP1	2.314652526
TGFB3	0.23099719
TGFBR2	0.754053221
TIAM1	-0.345653388
TIMP2	0.541174193
TJP1	-0.066893269
TLE1	-1.84059701
TLR4	-0.668344903
TSPAN6	0.212243798
TSPAN4	-2.534053872
TOP2A	0.329249783
TP53	-0.221032764
TP53BP1	-0.123618457
TP53BP2	-0.641520968
TPD52L2	-1.105282636
TPM1	-0.87071572
TSTA3	0.145341553
TXNRD1	0.018138826
UBE2A	0.987637841
UGDH	-0.257780381
NR1H2	1.530011309
USP1	1.51277343
VDAC1	4.641773195
WFS1	0.033373194
WRB	-0.446110709
XBP1	-0.132790935
XPNPEP1	0.073486053
ZFP36	-2.008600182
ZNF131	-0.028722947
ZMYM2	-0.01002133
PAX8	-0.760366951
CXCR4	0.290055903
IFRD2	0.364800863
MAPKAPK3	0.157193193
USP7	0.101379337
REEP5	0.501876163
ST7	0.635532791
KAT6A	0.257931961
PDHX	-0.241655799
FOSL1	-0.947433466
HMGA2	-0.46673584
NCOA3	-0.531484737
NRIP1	-1.017342234
SMC1A	0.289065318
LAGE3	2.5308652
AXIN1	-0.427751685
CDC45	-1.744105797
FZD1	-0.153664369
FZD7	1.057827119
HIST2H2BE	0.299967258
PIP4K2B	-1.27418824
NCK2	-0.496345759
DYRK3	-0.409450076
DUSP11	-0.868465527
RAE1	-1.956004724
PIK3R3	-0.290472298
NIPSNAP1	-0.117065668
IKBKAP	0.033439397
HAT1	0.558010976
MAPKAPK5	-0.98951229
BHLHE40	-0.616336979
MKNK1	0.20315229
CASK	-0.649488534
AKR7A2	0.560651813
RUVBL1	-0.034531605
PSMG1	0.128592895
BECN1	0.525768952
MBTPS1	0.369486267
EED	-0.408415217
CTNNAL1	-0.264190176
RNMT	1.500401129
PEX11A	-0.108958602
CREG1	-0.085731819
INPP4B	0.524753462
IQGAP1	0.490731279
SOCS2	-0.711930736
CFLAR	-0.874855868
CDK5R1	-0.758050328
ST3GAL5	0.226516496
IER3	-0.080244508
SQSTM1	0.274167826
SLC5A6	0.005674875
CPNE3	1.056015974
CCNA1	-0.111100303
TIMELESS	-0.905108082
P4HA2	-0.192184103
PLOD3	-0.044281114
NOL3	0.872796979
SLC25A14	0.235649857
MPZL1	-0.064129386
MAP7	-0.180541056
DNAJA3	-0.993296225
USP14	-0.798426044
MTA1	0.572589674
PDLIM1	-0.819057464
SMC3	-0.097248776
PRPF4	0.372525256
CCNB2	-1.365319673
CCNE2	-0.984906713
SYNGR3	0.07638405
LPAR2	0.051808006
ARHGEF2	0.486576305
ZW10	0.921751042
AURKB	0.13190888
VAPB	0.806563393
NOLC1	-0.452037159
UBE2L6	1.303489641
MAPKAPK2	-0.04979729
CYTH1	0.617888063
ITGB1BP1	-1.367444853
BCL7B	0.937400731
COPB2	-0.355891298
ADGRG1	-0.661630559
TM9SF2	-0.303492988
MAP4K4	-0.07330563
HOMER2	-0.306903648
SH3BP5	-0.047436102
PIGB	1.057975202
PSMF1	-0.283517258
SPTLC2	0.265997367
TBPL1	0.547861432
BAG3	-1.132985402
POLR1C	4.174557186
SPAG7	0.057819311
FEZ2	-0.227979245
IKBKE	-0.159989198
MTFR1	0.150953746
HS2ST1	-0.102827756
IPO13	-0.363945282
VGLL4	-0.104038598
NUP93	-0.484313436
UBE3C	0.177288125
EDEM1	0.551494956
TRAM2	0.817235202
CEP57	-0.469747344
KIAA0100	-0.335681744
HERPUD1	-1.013634952
KIAA0355	-0.60964927
USP6NL	0.126217909
CCP110	-1.183438379
MLEC	0.246839849
TATDN2	-1.664121804
MRPL19	-0.095416782
SCRN1	0.146770118
EFCAB14	-0.689843485
KEAP1	0.364720912
MELK	0.73932005
PLEKHM1	1.893274921
C2CD5	-0.858327567
KIAA0753	-0.03878261
C2CD2L	-0.147680225
TOMM70A	-0.226624436
KIAA0196	-0.741672238
KLHL21	-1.027357584
ARNT2	0.685345676
FAM20B	-0.0593004
NCAPD2	-0.517019316
PAN2	1.501318445
LPGAT1	0.368129616
KIF14	0.331467197
OXSR1	0.963726873
MVP	0.397504117
DMTF1	-0.349712336
GNPDA1	-0.159090563
HDAC6	0.468099944
PARP2	0.624373489
MAMLD1	-0.545467128
DNAJB6	-0.036894957
SMC4	-1.822513446
ABCC5	-0.111273533
ABCB6	0.242009617
DNM1L	-0.310688577
TSPAN3	0.633211717
KIF20A	1.03055152
ARL4C	-0.949339461
TRAP1	1.144128389
G3BP1	0.624339917
MBNL2	-0.5586748
CEBPZ	-0.697785585
SLC25A13	-2.35789417
SORBS3	-0.968896889
RBM6	-0.371023874
TXNDC9	0.223135635
TRIM13	0.581639121
TRIB1	0.443613681
MFSD10	-0.108921008
SLC35B1	-0.659547041
TIMM17B	-0.437536428
AKAP8	-0.232770888
STUB1	-0.107522064
NET1	-0.255971405
SMNDC1	0.437796967
PAK4	-0.688470928
TNIP1	-0.443187782
IKZF1	0.405980135
TMEM5	-0.37357316
HMG20B	-0.471480525
MYL9	-0.938907116
LYPLA1	-0.566799534
PPIE	-0.242368677
VAV3	0.363408655
LRRC41	1.021756484
CRTAP	-0.089744569
VAT1	3.672336329
STK25	-0.296342902
APPBP2	0.257228379
CHERP	0.653893929
HYOU1	-0.418247038
RPP38	0.239152227
SLC35A1	-2.067220569
DRAP1	-0.431978083
PAICS	-0.088642876
ST6GALNAC2	2.310129345
STAMBP	-0.401910271
NPRL2	0.126057996
IGF2BP2	-1.128892089
YKT6	0.163054049
CGRRF1	0.348561604
RRAGA	-1.474279404
GNB5	0.400731859
EBP	1.962060653
CNPY3	0.286316196
YME1L1	0.115541355
TCFL5	-1.004576113
KDM5B	-2.411228425
POP4	-0.331907311
ARPP19	-0.778948466
ZNF274	0.104948118
MTHFD2	-1.525784659
WASF3	0.311938381
UTP14A	0.113042166
FRS2	-0.810884262
CLPX	-2.631477057
PGRMC1	-0.605445102
MALT1	-0.179274566
CPSF4	-0.259353033
BLCAP	-0.239967637
TCERG1	-1.141733779
RNPS1	0.064501435
TOMM34	0.188223033
PDIA5	0.155115319
MLLT11	-0.128356848
EBNA1BP2	2.053284457
TMED10	-0.23384115
ASCC3	0.279434192
SLC27A3	0.121859111
KIF2C	0.492895021
CCDC85B	-1.275686476
TLK2	0.015114574
KDELR2	-0.336597423
RAB31	-1.051307436
B4GAT1	0.524151224
PAPD7	-0.572794237
UBE2C	0.790520255
DUSP14	1.977313488
TOPBP1	-0.513117243
PRSS23	0.029908777
PWP1	-0.046134184
PKIG	0.062550547
CORO1A	-1.451430393
LSM6	1.553168993
PSIP1	-1.11639403
SLC2A6	0.112130447
NISCH	-1.123935704
CHEK2	0.022557177
PRAF2	-0.989930719
POLG2	-0.771234105
CHP1	0.310758733
PNKP	0.49600546
ECD	-0.109438608
DDX42	0.37498297
TWF2	0.071570776
CASC3	-1.045745086
COG2	-0.148478715
ATF5	-0.317808472
MTF2	2.069935205
PUF60	-0.697215086
RAB11FIP2	0.203147814
CLSTN1	0.735847431
FOXJ3	-2.549363165
KIAA0907	0.68277421
EPN2	-0.21860169
SACM1L	0.503797435
ATF6	0.570317164
RPIA	-0.253212817
RAB21	-0.237530731
SPEN	-1.629442418
FBXO21	-0.585507172
RBM34	-0.744663881
WDTC1	-0.458368576
XPO7	-0.605269165
TBC1D9B	0.33510129
RRP1B	-0.074760114
MYCBP2	-0.997218024
CDK19	-0.388500422
GPATCH8	0.002657266
MAST2	0.219023913
DCUN1D4	0.172820355
FCHO1	-0.154665689
SNX13	0.019542791
ATP11B	0.53698421
JMJD6	0.311755195
RRS1	-0.374400838
RRP12	-1.97217964
SYNE2	-0.189262023
PDS5A	-0.176394646
CAMSAP2	-1.5961475
ATMIN	-0.320389906
TRIM2	0.998754347
KIAA1033	0.141149595
USP22	0.000105145
WDR7	1.377509036
JADE2	-1.166209284
ARHGEF12	0.722775632
PPP1R13B	0.570808648
RRP8	-1.644653206
NUDCD3	-0.02914565
SIRT3	0.656390952
SLC35A3	0.475501521
ICMT	0.118778037
MACF1	1.264818188
SUZ12	-1.437411964
KAT6B	-0.050233958
NNT	2.210086285
ADAT1	1.310182062
TMEM50A	-0.320973584
KLHDC2	0.499326907
ACOT9	0.392327089
SSBP2	0.355570642
NUP62	-1.267333457
ARFIP2	1.160544451
LSM5	-0.54854119
PLA2G15	0.669557217
TMEM2	0.251755347
ZNF318	-0.855207782
FBXO7	0.562935687
SPDEF	0.679604221
BAMBI	-0.531495158
BACE2	-0.652998828
COG4	0.413933721
MPC2	-0.811141283
CLIC4	-0.358656158
C2CD2	0.488333414
TIPARP	-0.170803199
TSKU	0.364763121
RNF167	-1.467551756
LRP10	0.545643492
ZNF451	-1.195078066
SENP6	0.173607005
RAI14	-0.284537839
KIF1BP	0.486494064
TES	0.335016931
PHGDH	1.593656668
MYCBP	0.606779973
CHIC2	0.086758947
TIMM9	0.132243945
AKAP8L	-0.119455183
ATP2C1	0.90386502
TRAPPC3	-2.185077201
ATP5S	-1.189829526
TNFRSF21	-0.64974127
SESN1	0.249857523
HTATSF1	0.846222757
TMEM97	1.310768772
BZW2	1.611835862
CHMP4A	-0.286187091
GTPBP8	0.719680897
DNAJC15	1.03524998
PACSIN3	-0.012148578
RBM15B	-0.67280123
HOOK2	-1.709230677
SNX11	-1.548620222
TIMM22	0.381557405
NENF	-0.44803887
UBQLN2	1.202364406
ERO1A	-0.918828146
DNTTIP2	-1.409092887
PIK3R4	0.854078035
HDGFRP3	-0.035939904
COPS7A	0.179962453
NSDHL	0.088805729
HEBP1	-0.400634024
MTERF3	-0.302963928
AMDHD2	1.221754548
ISOC1	-0.800618574
MRPS16	0.067458557
FIS1	0.718135121
GOLT1B	-0.163177728
GLOD4	-0.146525674
GMNN	-0.678559783
LAP3	0.182572583
NOSIP	-1.648589321
DERA	1.75918766
SCCPDH	0.228336648
MRPS2	0.204486597
VPS28	-0.349332026
HSD17B11	0.062249652
NUSAP1	0.140864703
SCAND1	0.050173109
CD320	-0.493697995
NGRN	-0.49885887
SNX7	0.536936062
ATP6V1D	-0.482896535
ZNF589	0.144196731
PRKAG2	-0.545604861
UBE2J1	-1.121325807
EVL	-0.983763979
HACD3	0.485679414
UFM1	0.346724124
LSR	0.660626923
DHRS7	-0.309454287
CAB39	0.019459569
ARID4B	0.63548517
NUDT9	-0.436709511
CYCS	-1.270380351
TERF2IP	-0.253212772
GFOD1	0.688638938
KCTD5	0.909307559
TMCO1	0.96008842
DHX29	-0.744870169
EXOSC4	1.363759968
DDIT4	-0.378515449
PAF1	1.133000014
P4HTM	0.005557673
SLC35F2	-0.176985292
ZNF586	0.632027743
FBXL12	0.601008858
TEX10	0.179285693
YTHDF1	-0.044997411
TXNL4B	0.761369924
HERC6	-0.423723384
PIH1D1	0.694682323
PPP2R3C	-3.08766467
FKBP14	-0.424956913
CDCA4	0.055771162
PLEKHJ1	-0.671195397
HEATR1	0.761149023
ANO10	0.487756147
UBR7	-0.825989138
FAIM	-0.475692669
ADI1	2.033725728
ABCF3	3.685238865
ENOSF1	0.386334204
LRRC16A	0.029026138
ANKRD10	-0.231267636
STAP2	-0.098051216
IARS2	0.184196886
NUP133	-0.072442972
CNDP2	0.591211119
FAM63A	-0.133927664
KDM3A	-0.030851595
PECR	-1.228034485
EAPP	-0.149750778
CISD1	-0.899208392
ZNF395	0.285380287
KLHL9	0.37518946
NPDC1	-0.330711725
TM9SF3	-0.98223256
PAK6	0.802150889
DUSP22	-0.603985516
ADCK3	0.24550393
CIAPIN1	0.421852658
PLSCR3	1.252399038
SCYL3	0.503779468
LYRM1	-0.324217343
ZMIZ1	-0.417568355
MCOLN1	0.386972849
THAP11	0.621829353
ABHD6	0.310034057
TRIB3	0.798309461
POLD4	-0.925697562
SQRDL	0.357839211
ENOPH1	0.459909144
PRUNE	1.265555057
SNX6	-0.051386989
FASTKD5	0.043496506
ELAC2	-1.025102565
ABHD4	1.395494256
MCUR1	0.193614078
RBKS	-1.06588716
ATG3	-0.118421808
NARFL	0.012742362
ZDHHC6	1.136615414
ACBD3	0.345159919
CERK	0.271427146
NT5DC2	0.793595703
ACD	1.228600585
INTS3	7.165371539
TRAK2	-0.222537583
METRN	0.099009247
ELOVL6	-0.069133351
TMEM109	-0.192874102
CCDC86	0.1411239
TRAPPC6A	-0.718132928
CHAC1	0.605777654
MBOAT7	1.075033144
PRR15L	0.018823273
CRELD2	0.030275888
FSD1	-0.810638852
TCTN1	-0.854644605
CHMP6	-2.34763692
NPEPL1	5.264487936
FAM57A	0.392104897
NUP85	0.496506202
TCEAL4	0.920808536
DHDDS	6.141414742
DENND2D	-0.12653104
FBXO11	0.966498643
CCDC92	0.251232333
COASY	1.696222588
WDR61	1.207629279
TSEN2	2.197656724
PRR7	-1.312763255
ITFG1	-0.784058982
GDPD5	0.530801449
GRWD1	-0.419205081
ARID5B	1.152554053
TUBB6	-0.453977369
PSRC1	-0.201092073
ADO	-0.922178659
HIST1H2BK	-0.079338677
MICALL1	0.175177013
UBE3B	0.576518773
HN1L	-0.477459886
SLC25A46	0.176353669
COG7	-1.759464039
MAPK1IP1L	-0.782920542
TBC1D31	0.696742089
H2AFV	0.298462773
RPL39L	-0.671663152
CANT1	-0.066436321
WIPF2	1.211327104
TICAM1	0.356943682
TXLNA	0.001081252
SPRED2	-0.362985143
EML3	-0.745011078
TMEM110	0.070655762
FAM69A	-0.134886389
