Gene_Id	YC-1_HEPG2_6 h_20 µM
DDX10	1.363365173
DECR1	-0.139772758
DFFA	1.064953804
DFFB	-1.321631908
DLD	0.433247507
DNM1	6.370382309
DNMT1	-1.537479162
DNMT3A	-0.573618114
DPH2	0.027800128
DSG2	-2.452664852
TSC22D3	0.678377986
DUSP3	0.851606429
DUSP4	1.452471137
DUSP6	-0.211885467
TOR1A	1.037859917
E2F2	-2.668665171
ECH1	-0.200061172
EDN1	-0.409428686
EGF	0.158967286
EGFR	0.728206217
EGR1	-1.871419668
EIF4EBP1	0.848016918
EIF4G1	0.225214779
EIF5	-0.583026886
ELAVL1	-0.669327736
CTTN	-0.194335699
EPB41L2	0.580093503
EPHA3	1.357040048
EPHB2	2.720607519
EPRS	0.259494722
NR2F6	0.237880588
ERBB2	-0.93769443
ERBB3	0.376304775
ETFB	0.441839755
ETS1	3.802280664
ETV1	0.825277627
EXT1	0.323711902
EZH2	-0.487281978
FAH	-1.521332502
PTK2B	-0.118039452
FAT1	-0.275077224
FDFT1	0.988714933
FGFR2	1.934128165
FGFR4	2.61215806
FHL2	-1.497134686
FKBP4	0.537516117
FOXO3	-0.190687642
FOS	-1.173670173
FPGS	-1.897368073
FUT1	-0.774680018
FYN	0.36137709
SLC37A4	-1.657967329
GAA	0.014140166
GABPB1	1.594585538
GALE	1.439677477
GAPDH	9.858201981
GATA2	1.214246392
GATA3	-0.176107079
GFPT1	0.415651321
GHR	1.097186565
GLI2	0.543027759
GLRX	-0.081007235
GNA11	-0.056752253
GNA15	0.246585667
GNAI1	-1.477752924
GNAI2	1.365483165
GNAS	2.171167135
SFN	-0.016914338
GPC1	1.733979464
GPER1	-0.964795232
GRB7	0.520172
GRB10	-2.905771494
GRN	-0.169543236
NR3C1	-0.989489615
CXCL2	-0.880142331
GSTM2	0.53202039
GSTZ1	0.155636281
MSH6	-1.616822839
GTF2A2	-5.085711956
GTF2E2	-0.008575723
HSD17B10	-0.420512855
HADH	0
HDAC2	2.358115435
HIF1A	-0.191610947
HK1	-0.282256871
HLA-DMA	-0.425333112
HLA-DRA	-0.447265983
HMGCR	1.095198393
HMGCS1	-0.571107149
HMOX1	-3.158609867
HOXA5	-0.331458688
HOXA10	-0.753071845
HPRT1	0.975385308
HES1	0.306825429
DNAJB2	0.07377775
HSPA1A	-3.412616253
HSPA4	-0.023573793
HSPA8	1.548895121
HSPB1	-0.105084799
HSPD1	-0.116657533
DNAJB1	1.726250172
ICAM1	0.60965395
ICAM3	-1.107729912
ID2	-1.935682297
IDE	-0.741648197
IFNAR1	-0.330857694
IGF1R	-1.612088203
IGF2R	-1.532563806
IGFBP3	-0.330002129
IGHMBP2	-0.912818313
IKBKB	0.818564773
IL1B	0.556444168
IL4R	-2.945310593
IL13RA1	0.833686113
ILK	1.624139428
INPP1	-0.853226483
INSIG1	-1.263697743
ITGAE	-0.262664407
ITGB5	-0.860397696
JUN	-5.849464893
KCNK1	0.342056692
KIF5C	-2.595848799
KIT	-3.255102158
KTN1	-2.851293564
LAMA3	0.055551514
STMN1	-0.677090049
LBR	-2.033833504
LGALS8	0.280042231
LIG1	-4.59842968
LIPA	1.454037666
LOXL1	0.910243571
LRPAP1	-2.269815207
LYN	-4.001364231
SMAD3	-0.000962836
MAN2B1	2.72008419
MAT2A	1.944435
MBNL1	-2.740368366
MCM3	-1.104885697
ME2	-2.817296982
MEF2C	1.213288069
MAP3K4	-2.054520607
MEST	-0.673993707
MIF	2.388238907
FOXO4	-0.992779732
MMP1	-0.71736145
MMP2	-0.798731267
MNAT1	1.229366064
MSRA	-3.161079407
MUC1	-2.11807704
MYBL2	-2.296112537
MYC	1.286442161
GADD45B	-2.167514086
MYLK	0.900617242
MYO10	0.422261357
NCK1	-1.029044509
NFATC3	-0.092100434
NFATC4	-0.214717031
NFE2L2	0.555123925
NFIL3	-2.065329075
NFKB2	-0.584274113
NFKBIA	0.189217731
NFKBIB	0.834997654
NFKBIE	-1.124523163
NIT1	-0.734459996
NMT1	0.629497349
NOS3	0.964612842
CNOT4	-0.440021843
NOTCH1	1.143599749
PNP	1.135671735
NPC1	-0.205947265
SLC11A2	0.296420455
NRAS	0.189264476
NUCB2	-0.040011495
NUP88	3.832064629
NVL	1.103601217
ORC1	0.321153879
OXA1L	0.748352528
OXCT1	0.366354883
PAFAH1B1	0.263284713
PAFAH1B3	-1.496418715
SERPINE1	0.054147512
PAK1	2.267130375
PCBD1	0.819112301
PCCB	4.485419273
PCK2	1.222863793
PCM1	-0.318754464
PCMT1	-0.836067677
PCNA	0.807078004
PDGFA	0.480242223
PFKL	2.141296864
PGAM1	3.288160324
PGM1	4.797656059
PHKA1	-0.621597707
PHKB	0.87292397
PHKG2	0.776249826
PIK3C2B	-0.718743563
PIK3C3	-0.601293683
PIK3CA	0.611905932
PIN1	0.850109637
PLA2G4A	-1.602223635
PLCB3	0.039363198
PLK1	-0.269917339
PLP2	-1.073788524
PLS1	0.37043786
PLSCR1	0.599253833
PMAIP1	-0.579291463
PMM2	0.146000773
POLB	-1.217889309
POLE2	1.442160368
POLR2I	0.213936761
POLR2K	-0.439397514
PPARD	1.370797753
PPARG	0.470429897
PPIC	1.624541044
PPOX	2.575319767
PPP2R5A	0.033180244
PPP2R5E	-0.393870443
PRCP	-0.270134121
PRKACA	2.325190306
PRKCD	-0.056405187
PRKCH	-1.971336126
PRKCQ	0.552358925
MAPK9	-0.389915824
MAPK13	1.648367167
MAP2K5	2.078121662
PRKX	-0.728429079
PROS1	-0.654217541
LGMN	0.889560342
HTRA1	-0.376804888
PSMB8	-0.061841562
PSMB10	-2.358050823
PSMD2	0.383887917
PSMD4	-1.618593335
PSMD9	0.209659666
PSMD10	0.803165495
PSME1	0.898008823
PSME2	0.826202393
PTGS2	0.853544831
PTK2	-0.20287548
PTPN1	0.097543716
PTPN6	0.413120151
PTPN12	0.437790334
PTPRC	-0.593899608
PTPRF	1.895323515
PTPRK	-3.431353092
PXMP2	0.101815835
PXN	-0.123130947
PYCR1	-0.026156649
PYGL	0.095639691
RAB4A	1.751569867
RAB27A	-1.628023863
RAC2	-0.389597803
RAD9A	1.695267677
RAD51C	-0.437272489
MOK	-0.34142524
RALA	-2.654458046
RALB	-0.940783083
RALGDS	0.374333262
RAP1GAP	-0.19337295
RASA1	-0.858245373
RB1	-0.370929778
KDM5A	-0.778517723
RELB	-1.644155264
RFC2	-0.081186742
RFC5	-0.98490262
RFNG	-0.763353109
RFX5	-0.518500566
RGS2	0.204580724
RHEB	1.339128613
RNH1	0.146508232
RPA1	-1.763099909
RPA2	0.080175012
RPA3	0.266679496
MRPL12	-2.457470655
RPN1	-2.786533356
RPS5	1.23510313
RPS6	-0.210128859
RPS6KA1	0.329537719
RSU1	0.456956983
RTN2	0.722090662
S100A4	0.086433217
S100A13	1.070817709
SATB1	1.081666112
SCP2	-1.512760639
CCL2	1.120822191
SDHB	0.257059366
SGCB	0.245612353
SHB	-0.321860224
SHC1	1.615419865
SKIV2L	-0.959396899
SKP1	-0.739204705
SLC1A4	-0.014592826
SMARCA4	-1.218804359
SMARCC1	-1.392808318
SMARCD2	0.061716422
SNAP25	-1.705461502
SNCA	0.130710065
SOX2	0.367180228
SOX4	1.235844135
SPAG4	-0.288327277
SPP1	-1.368660927
SPR	-0.741763234
SPTAN1	-0.581638277
SRC	-0.27023375
STAT1	0.972809434
STAT3	0.620291114
STAT5B	-0.517572999
AURKA	-1.946431994
STK10	0.368520916
STX1A	-1.407738805
STX4	-2.854459763
STXBP1	-0.834741473
STXBP2	-0.149259642
SUPV3L1	0.656208158
SUV39H1	-4.509065628
SYK	-0.415514648
SYPL1	0.947133183
TARBP1	-0.247032255
TBP	-0.131410003
TBX2	0.528302252
TBXA2R	1.326206923
TCEA2	-4.050923824
VPS72	-0.455540419
TCTA	0.442928255
DYNLT3	-0.609544754
TERT	-0.310584664
TESK1	4.239991188
TFAP2A	-1.817265749
TFDP1	0.776637435
TGFB3	1.040620089
TGFBR2	-1.012787819
TIAM1	-0.297151923
TIMP2	-2.366063595
TJP1	-0.759562969
TLE1	-0.21163255
TLR4	1.51910758
TSPAN6	-1.149476767
TSPAN4	-0.239853129
TOP2A	0.865471721
TP53	-2.04964304
TP53BP1	-0.531465888
TP53BP2	0.620936215
TPD52L2	-0.964969695
TPM1	0.204949617
TSTA3	-1.545825481
TXNRD1	1.350898623
UBE2A	2.791077614
UGDH	0.14625445
NR1H2	-1.857988715
USP1	-0.719113946
VDAC1	-0.67715168
WFS1	-0.40542984
WRB	-1.096866369
XBP1	0.15974763
XPNPEP1	-0.656165719
ZFP36	-0.139418155
ZNF131	0.221786156
ZMYM2	-0.665714145
PAX8	0.752281427
CXCR4	0.239603907
IFRD2	0.322571427
MAPKAPK3	-0.78287214
USP7	0.204950333
REEP5	1.586384773
ST7	0.389055073
KAT6A	-0.055300578
PDHX	-0.032995157
FOSL1	1.673832059
HMGA2	-0.315770119
NCOA3	-3.405522108
NRIP1	-0.829831123
SMC1A	0.891253471
LAGE3	0.236438259
AXIN1	-1.483197093
CDC45	-0.067770503
FZD1	0.181190252
FZD7	2.14535141
HIST2H2BE	-0.625072181
PIP4K2B	-0.420099199
NCK2	-1.496169806
DYRK3	-1.243506312
DUSP11	-1.501489162
RAE1	0.30380857
PIK3R3	0.133860275
NIPSNAP1	0.425981939
IKBKAP	0.594083369
HAT1	-1.226211429
MAPKAPK5	1.258661747
BHLHE40	-0.0093235
MKNK1	0.904612064
CASK	1.475731015
AKR7A2	-0.007080778
RUVBL1	0.083032936
PSMG1	-1.673413038
BECN1	-0.080624685
MBTPS1	-1.011531591
EED	-0.711806476
CTNNAL1	1.186701059
RNMT	1.172604799
PEX11A	2.816131592
CREG1	0.121714205
INPP4B	-4.2825284
IQGAP1	-1.470071316
SOCS2	0.713307321
CFLAR	-0.092290796
CDK5R1	-1.708064318
ST3GAL5	0.345144749
IER3	-1.145057321
SQSTM1	2.107513905
SLC5A6	-0.597157717
CPNE3	-2.084132433
CCNA1	-0.582697988
TIMELESS	0.43233493
P4HA2	0.196955696
PLOD3	1.683183908
NOL3	0.172564059
SLC25A14	-1.295328259
MPZL1	-1.328097582
MAP7	0.725434244
DNAJA3	-0.11693728
USP14	1.359562278
MTA1	10
PDLIM1	-0.353320777
SMC3	1.739490271
PRPF4	0.749802291
CCNB2	-0.998758852
CCNE2	1.008891463
SYNGR3	1.627342701
LPAR2	-0.188106135
ARHGEF2	-0.040102217
ZW10	4.490374565
AURKB	-0.11980959
VAPB	-0.450067997
NOLC1	1.056007624
UBE2L6	2.400187492
MAPKAPK2	0.603963494
CYTH1	-0.320995748
ITGB1BP1	-0.742937565
BCL7B	-0.256437987
COPB2	0.373118192
ADGRG1	-0.635176659
TM9SF2	-2.112602949
MAP4K4	0.990026593
HOMER2	-2.564344406
SH3BP5	1.652459502
PIGB	1.883280158
PSMF1	1.091311812
SPTLC2	0.943399608
TBPL1	0.861475587
BAG3	1.433757067
POLR1C	-0.297605515
SPAG7	-0.131194666
FEZ2	0.004782494
IKBKE	-1.041390538
MTFR1	-2.374468565
HS2ST1	0.231630832
IPO13	-0.052135527
VGLL4	-2.538555622
NUP93	-0.385431409
UBE3C	-3.653523922
EDEM1	0.154386848
TRAM2	0.335552156
CEP57	0.239757031
KIAA0100	-0.686407328
HERPUD1	-0.118912816
KIAA0355	0.505726576
USP6NL	0.002530351
CCP110	-0.811773777
MLEC	-1.477450609
TATDN2	0.421900928
MRPL19	0.939630985
SCRN1	0.534096718
EFCAB14	0.347357392
KEAP1	-0.787150323
MELK	-0.354994982
PLEKHM1	2.158136845
C2CD5	0.739222825
KIAA0753	0.815685987
C2CD2L	0.186683238
TOMM70A	-2.77812767
KIAA0196	1.149022341
KLHL21	0.716179192
ARNT2	-1.282428265
FAM20B	0.228647619
NCAPD2	-1.371637821
PAN2	1.265429258
LPGAT1	0.623824358
KIF14	0.248593405
OXSR1	0.187255025
MVP	0.660166323
DMTF1	0.040772378
GNPDA1	0.49047038
HDAC6	0.388844699
PARP2	0.648481905
MAMLD1	1.291403055
DNAJB6	0.74178499
SMC4	-1.5540483
ABCC5	0.038556322
ABCB6	1.643096209
DNM1L	1.826666951
TSPAN3	0.250976205
KIF20A	0.38199538
ARL4C	-1.248155594
TRAP1	0.823311567
G3BP1	1.018088102
MBNL2	-0.635309935
CEBPZ	-1.015720963
SLC25A13	-0.323672175
SORBS3	-0.187723219
RBM6	-3.70753932
TXNDC9	0.585848868
TRIM13	-1.318848133
TRIB1	1.330840826
MFSD10	1.252088428
SLC35B1	1.538073063
TIMM17B	-1.710813642
AKAP8	0.787986755
STUB1	-0.111722201
NET1	0.16152136
SMNDC1	1.212593794
PAK4	-0.247554913
TNIP1	-0.710745096
IKZF1	0.677894533
TMEM5	0.90201354
HMG20B	0.775956511
MYL9	0.680184007
LYPLA1	-1.31797266
PPIE	-0.126425207
VAV3	-1.418498754
LRRC41	1.00871253
CRTAP	-0.337359667
VAT1	1.217623472
STK25	-0.201074228
APPBP2	-0.238322109
CHERP	0.117785402
HYOU1	0.582852602
RPP38	-0.120759189
SLC35A1	0.513238966
DRAP1	-2.396058559
PAICS	-1.237901688
ST6GALNAC2	-1.71927464
STAMBP	0.374239892
NPRL2	-0.032874286
IGF2BP2	1.029630184
YKT6	0.488455415
CGRRF1	0.933045268
RRAGA	0.999032736
GNB5	0.752601981
EBP	0.517995
CNPY3	0.012423981
YME1L1	-0.688488305
TCFL5	0.544062257
KDM5B	0.653732479
POP4	-1.344885826
ARPP19	0.362392932
ZNF274	0.645542264
MTHFD2	-1.644904613
WASF3	-0.146174878
UTP14A	0.368318617
FRS2	0
CLPX	-4.999785423
PGRMC1	0.089309551
MALT1	-1.093972206
CPSF4	-0.064038604
BLCAP	0.887591064
TCERG1	0.905360937
RNPS1	0.749717355
TOMM34	-0.323248327
PDIA5	-0.331957102
MLLT11	0.407786787
EBNA1BP2	2.279121637
TMED10	-0.991851807
ASCC3	-0.711001217
SLC27A3	0.353173852
KIF2C	-0.981798887
CCDC85B	-0.648942113
TLK2	0.046090383
KDELR2	-0.588267684
RAB31	0.420444369
B4GAT1	0.108189851
PAPD7	-0.800257623
UBE2C	-0.212435067
DUSP14	-1.815608621
TOPBP1	-0.028195158
PRSS23	0.654455423
PWP1	-0.595472991
PKIG	-0.628342092
CORO1A	1.36839819
LSM6	2.467759132
PSIP1	-1.61485672
SLC2A6	-1.616344452
NISCH	-2.04833293
CHEK2	-2.333743095
PRAF2	-0.97471863
POLG2	-0.142881021
CHP1	-0.64572978
PNKP	-0.007570276
ECD	0.515732288
DDX42	1.402482748
TWF2	-0.314032584
CASC3	0.135320604
COG2	3.240468502
ATF5	-1.603327274
MTF2	0.364455849
PUF60	0.463059396
RAB11FIP2	0.434416264
CLSTN1	1.052970409
FOXJ3	-0.097334191
KIAA0907	-3.418709517
EPN2	-0.303897798
SACM1L	-0.725591779
ATF6	-2.267103195
RPIA	-0.603907228
RAB21	4.433516026
SPEN	-1.092839003
FBXO21	-0.167839676
RBM34	1.65014112
WDTC1	0.619017005
XPO7	0.344821274
TBC1D9B	0.261620939
RRP1B	0.681766987
MYCBP2	-2.711787224
CDK19	0.803943515
GPATCH8	0.446459115
MAST2	0.683774054
DCUN1D4	2.808833361
FCHO1	0.939127803
SNX13	-3.294245958
ATP11B	0.386238277
JMJD6	2.785351038
RRS1	-2.469844341
RRP12	0.16559808
SYNE2	1.272040606
PDS5A	0.750548959
CAMSAP2	-0.409644544
ATMIN	0.782508254
TRIM2	-2.667837143
KIAA1033	-0.986784935
USP22	-0.106395215
WDR7	-0.140021771
JADE2	-1.813194513
ARHGEF12	-1.550978184
PPP1R13B	-2.328043699
RRP8	1.440815687
NUDCD3	-2.95151782
SIRT3	0.544320941
SLC35A3	-2.044790983
ICMT	-0.300487399
MACF1	1.370250463
SUZ12	0.832640588
KAT6B	0.784012794
NNT	-0.415507913
ADAT1	0.289673984
TMEM50A	1.821510315
KLHDC2	-0.023747288
ACOT9	0.783476293
SSBP2	3.492022753
NUP62	-0.435675919
ARFIP2	-0.671537995
LSM5	0.120121844
PLA2G15	1.668400764
TMEM2	0.489966512
ZNF318	0.797943354
FBXO7	-0.087173149
SPDEF	-0.382343918
BAMBI	-1.317274094
BACE2	-1.336011171
COG4	0.171838015
MPC2	-0.219890922
CLIC4	4.295747757
C2CD2	-1.590629578
TIPARP	0.439983457
TSKU	0.706209183
RNF167	-1.119686246
LRP10	1.028486729
ZNF451	-0.659778118
SENP6	0.341086119
RAI14	0.162359029
KIF1BP	1.13706851
TES	0.114192247
PHGDH	1.005344868
MYCBP	1.424960613
CHIC2	1.942453861
TIMM9	-0.239313275
AKAP8L	2.139824152
ATP2C1	-4.292768955
TRAPPC3	1.181736708
ATP5S	-3.998641729
TNFRSF21	1.981618524
SESN1	-2.548416615
HTATSF1	-2.52648735
TMEM97	1.366816759
BZW2	0.126616001
CHMP4A	0.234787434
GTPBP8	1.273135185
DNAJC15	-2.449874163
PACSIN3	-2.236664534
RBM15B	2.042041302
HOOK2	-0.570086718
SNX11	0.760921121
TIMM22	-0.233728409
NENF	-1.254894376
UBQLN2	-0.165919319
ERO1A	-1.847424507
DNTTIP2	-1.009070635
PIK3R4	-2.846671104
HDGFRP3	-3.832610607
COPS7A	-0.810413182
NSDHL	-0.656946778
HEBP1	0.76173228
MTERF3	0.749744713
AMDHD2	0.507804513
ISOC1	-0.058861285
MRPS16	1.795603395
FIS1	2.090193272
GOLT1B	2.621414661
GLOD4	-1.113001466
GMNN	-0.07370694
LAP3	-0.680115044
NOSIP	-0.655139327
DERA	-0.9109447
SCCPDH	0.354954034
MRPS2	0.016311765
VPS28	-3.427927017
HSD17B11	1.060370564
NUSAP1	-0.409276783
SCAND1	2.603261948
CD320	0.280025393
NGRN	-1.760170698
SNX7	0.93225503
ATP6V1D	4.82747364
ZNF589	-0.897691131
PRKAG2	0.858889818
UBE2J1	-1.097775578
EVL	-0.769352317
HACD3	1.832182407
UFM1	-0.999114096
LSR	-0.113378011
DHRS7	-0.160654604
CAB39	-0.35020119
ARID4B	-2.329679489
NUDT9	0.795871854
CYCS	0.389737815
TERF2IP	-0.254548937
GFOD1	1.605760217
KCTD5	-2.092002153
TMCO1	-0.586237311
DHX29	-0.303714275
EXOSC4	-0.235923201
DDIT4	0.663979053
PAF1	1.722082496
P4HTM	-0.346294671
SLC35F2	-0.856612563
ZNF586	0.698379099
FBXL12	0.776807904
TEX10	-0.734654903
YTHDF1	0.999861598
TXNL4B	-0.503560305
HERC6	4.353028297
PIH1D1	-0.263712943
PPP2R3C	1.184998512
FKBP14	0.819716632
CDCA4	0.682228923
PLEKHJ1	-1.113845825
HEATR1	-1.85790801
ANO10	1.933922291
UBR7	-0.371726096
FAIM	-0.550599813
ADI1	-0.06616272
ABCF3	1.112952709
ENOSF1	-0.002877817
LRRC16A	-1.033470035
ANKRD10	1.587902546
STAP2	1.538472652
IARS2	0.397117078
NUP133	-1.175943851
CNDP2	-0.067397296
FAM63A	-0.303198785
KDM3A	0.38772732
PECR	0.460294574
EAPP	0.810541034
CISD1	0.457234681
ZNF395	-0.089138903
KLHL9	0.936132073
NPDC1	-1.046747327
TM9SF3	-0.254731029
PAK6	-0.599449039
DUSP22	0.602017939
ADCK3	0.13140434
CIAPIN1	2.058078766
PLSCR3	1.994074583
SCYL3	1.236679792
LYRM1	-0.160914347
ZMIZ1	-0.670904815
MCOLN1	-0.57327044
THAP11	1.295837641
ABHD6	1.350532293
TRIB3	-0.365010083
POLD4	-5.370692253
SQRDL	-0.307858318
ENOPH1	0.56264776
PRUNE	-2.498682976
SNX6	1.074282765
FASTKD5	-0.333230168
ELAC2	2.075541735
ABHD4	-1.866701603
MCUR1	0.217233866
RBKS	-1.296051979
ATG3	0.349734843
NARFL	0.363579631
ZDHHC6	1.106432438
ACBD3	-0.079495668
CERK	0.334392786
NT5DC2	-1.944907188
ACD	2.321058989
INTS3	2.019300699
TRAK2	3.106797457
METRN	1.561420441
ELOVL6	0.918043852
TMEM109	0.750568748
CCDC86	-0.538208127
TRAPPC6A	-1.7901752
CHAC1	-0.90142256
MBOAT7	-0.673110843
PRR15L	-2.180390358
CRELD2	-0.494630933
FSD1	-1.684700847
TCTN1	-2.1831882
CHMP6	-3.149534464
NPEPL1	0.819028556
FAM57A	-1.087347984
NUP85	1.209864378
TCEAL4	-0.745395303
DHDDS	2.402623415
DENND2D	0.61613667
FBXO11	-2.250752926
CCDC92	0.642322183
COASY	0.584341407
WDR61	-0.469064623
TSEN2	-2.106856585
PRR7	-1.737327814
ITFG1	0.723953962
GDPD5	0.019210562
GRWD1	-0.64808476
ARID5B	-0.601844311
TUBB6	-3.162971735
PSRC1	0.528092086
ADO	-2.506557465
HIST1H2BK	-0.588025153
MICALL1	1.016196728
UBE3B	-0.65132165
HN1L	-0.463556021
SLC25A46	3.006606102
COG7	-1.261629939
MAPK1IP1L	-0.546871603
TBC1D31	-1.924933076
H2AFV	-1.670025349
RPL39L	1.722569942
CANT1	0.524779975
WIPF2	-1.702974081
TICAM1	1.239298105
TXLNA	0.112897269
SPRED2	-1.196087122
EML3	0.338250101
TMEM110	1.445554972
FAM69A	2.392642975
