source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,references,nsources,nrefs
P35222,P15884,CTNNB1,TCF4,1,1,0,1,1,0,,BioGRID;HPRD;InnateDB;IntAct;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang,BioGRID:11713476;BioGRID:12657632;BioGRID:16007074;BioGRID:22080605;BioGRID:24876153;HPRD:12657632;HPRD:12944908;HPRD:16007074;HPRD:16724116;InnateDB:18595660;IntAct:17318191;IntAct:17875931;IntAct:21743491;IntAct:22699938;IntAct:25402006;IntAct:29361949;Lit-BM-17:11713476;Lit-BM-17:12727872;Lit-BM-17:15060161;Lit-BM-17:15331612;Lit-BM-17:15525529;Lit-BM-17:15665104;Lit-BM-17:17072306;Lit-BM-17:17318191;Lit-BM-17:17412698;Lit-BM-17:17909039;Lit-BM-17:17962194;Lit-BM-17:17983804;Lit-BM-17:18281465;Lit-BM-17:20126258;Lit-BM-17:21743491;Lit-BM-17:22080605;Lit-BM-17:22699938;Lit-BM-17:23449499;Lit-BM-17:24532795;Lit-BM-17:24798214;Lit-BM-17:24876153;Lit-BM-17:25402006;NetPath:12799378;SIGNOR:11713476;SignaLink3:11713476;SignaLink3:15331612;SignaLink3:17412698;SignaLink3:18281465;SignaLink3:23331499;SignaLink3:9308964,9,46
Q13153,Q02750,PAK1,MAP2K1,1,1,0,1,1,0,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:9351825;HPRD:9351825;InnateDB:9351825;KEA:12876277;KEA:16129686;KEA:7873542;KEA:9351825;PhosphoSite:14993270;PhosphoSite:27169363;PhosphoSite:27542844;PhosphoSite:28225038;PhosphoSite:9351825;PhosphoSite:9416003;ProtMapper:11435472;ProtMapper:12876277;ProtMapper:18593598;ProtMapper:18668521;ProtMapper:18940914;ProtMapper:19595712;ProtMapper:21248166;ProtMapper:21371233;ProtMapper:22105362;ProtMapper:22981863;ProtMapper:23162738;ProtMapper:23701950;ProtMapper:25794709;ProtMapper:27542844;ProtMapper:28225038;ProtMapper:29551131;ProtMapper:9351825;SIGNOR:12876277;SIGNOR:16129686;SignaLink3:23331499;SignaLink3:9351825;iPTMnet:11948406;iPTMnet:12876277;iPTMnet:14993270;iPTMnet:16129686;iPTMnet:9351825;phosphoELM:12876277;phosphoELM:14993270;phosphoELM:16129686;phosphoELM:9351825,25,43
Q9Y4K4,Q13233,MAP4K5,MAP3K1,1,1,0,1,1,0,,NCI-PID_ProtMapper;ProtMapper;SignaLink3;Wang,ProtMapper:9712898;SignaLink3:23331499;SignaLink3:9405407,4,3
Q9Y297,P35222,BTRC,CTNNB1,1,1,1,1,1,0,,BioGRID;HPRD;InnateDB;IntAct;LMPID;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang,BioGRID:14516475;HPRD:11818547;HPRD:12114015;InnateDB:10023660;InnateDB:10074433;InnateDB:17053147;InnateDB:18354482;IntAct:16376880;IntAct:18354482;IntAct:20531388;IntAct:25873176;LMPID:12820959;Lit-BM-17:10023660;Lit-BM-17:10074433;Lit-BM-17:10228155;Lit-BM-17:12820959;Lit-BM-17:14516475;Lit-BM-17:14706645;Lit-BM-17:16376880;Lit-BM-17:16798748;Lit-BM-17:17053147;Lit-BM-17:18354482;Lit-BM-17:18650423;Lit-BM-17:18805092;Lit-BM-17:18851830;Lit-BM-17:19053519;Lit-BM-17:19061640;Lit-BM-17:19150432;Lit-BM-17:19956254;Lit-BM-17:19966869;Lit-BM-17:20531388;Lit-BM-17:20851351;Lit-BM-17:21466614;Lit-BM-17:22017875;Lit-BM-17:22682247;Lit-BM-17:22730322;Lit-BM-17:22912335;Lit-BM-17:23514615;Lit-BM-17:24451375;Lit-BM-17:24464578;Lit-BM-17:24469040;Lit-BM-17:24501426;Lit-BM-17:24912152;Lit-BM-17:25149538;Lit-BM-17:25515538;Lit-BM-17:25873176;Lit-BM-17:25900982;Lit-BM-17:26091241;Lit-BM-17:26506240;Lit-BM-17:27001857;Lit-BM-17:27316454;Lit-BM-17:28018973;NetPath:10228155;SIGNOR:10228155;SignaLink3:10074433;SignaLink3:10228155;SignaLink3:11818547;SignaLink3:12114015;SignaLink3:16798748;SignaLink3:23331499;SignaLink3:9461217;SignaLink3:9990852,10,62
P36896,P84022,ACVR1B,SMAD3,1,1,0,1,1,0,,SignaLink3,SignaLink3:23331499;SignaLink3:9605406,1,2
P23458,P29353,JAK1,SHC1,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:23331499;SignaLink3:9670964,2,2
Q15796,P16220,SMAD2,CREB1,1,1,0,1,1,0,,SIGNOR;SignaLink3,SIGNOR:9689110;SignaLink3:23331499;SignaLink3:9689110,2,3
P04626,Q13588,ERBB2,GRAP,1,1,0,1,1,0,,SignaLink3,SignaLink3:23331499;SignaLink3:9710588,1,2
P04626,P29353,ERBB2,SHC1,1,1,0,1,1,0,,CA1;DOMINO;HPRD;IntAct;Li2012;Lit-BM-17;NetPath;PhosphoPoint;SIGNOR;SignaLink3;Wang,CA1:8026468;DOMINO:16273093;DOMINO:16729043;HPRD:16729043;HPRD:16843263;HPRD:9710588;IntAct:16273093;IntAct:16729043;IntAct:28065597;Lit-BM-17:10085134;Lit-BM-17:16273093;Lit-BM-17:16729043;Lit-BM-17:16843263;Lit-BM-17:24658140;Lit-BM-17:9710588;Lit-BM-17:9756944;NetPath:9590694;SIGNOR:10085134;SignaLink3:10085134;SignaLink3:23331499;SignaLink3:9710588,11,21
Q9UHA4,P27361,LAMTOR3,MAPK3,1,1,0,1,1,0,,HPRD;SIGNOR;SignaLink3;Wang,HPRD:9733512;SIGNOR:9733512;SignaLink3:23331499;SignaLink3:9733512,4,4
Q9UJU2,Q04724,LEF1,TLE1,1,1,0,1,1,0,,HPRD;Lit-BM-17;SignaLink3;Wang,HPRD:9751710;Lit-BM-17:15768032;Lit-BM-17:9751710;SignaLink3:23331499;SignaLink3:9751710,4,5
P56975,P00533,NRG3,EGFR,1,1,0,1,1,0,,SIGNOR;SignaLink3,SIGNOR:18415007;SignaLink3:23331499;SignaLink3:9772300,2,3
Q9UKB1,P35222,FBXW11,CTNNB1,1,1,1,1,0,1,,IntAct;SIGNOR;SignaLink3;Wang,IntAct:22682247;SIGNOR:10074433;SIGNOR:9784611;SignaLink3:23331499;SignaLink3:9784611,4,5
Q7L7X3,P46734,TAOK1,MAP2K3,1,1,0,1,1,0,,ACSN;HPRD;NCI-PID_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;HPRD:10497253;HPRD:9786855;ProtMapper:17396146;ProtMapper:9786855;SIGNOR:9786855;SignaLink3:23331499;SignaLink3:9786855;iPTMnet:9786855,9,12
Q16539,O75676,MAPK14,RPS6KA4,1,1,0,1,1,0,,ACSN;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG-MEDICUS;Kinexus_KEA;Lit-BM-17;MIMP;Macrophage;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932;ELM:11035004;HPRD-phos:10806207;HPRD-phos:16964243;HPRD-phos:18691976;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:10806207;HPRD:9792677;InnateDB:11157753;IntAct:9792677;KEA:10806207;KEA:17570479;Lit-BM-17:10922375;Lit-BM-17:23602568;Lit-BM-17:25852190;Lit-BM-17:26186194;Lit-BM-17:9792677;Macrophage:18813292;PhosphoSite:10806207;ProtMapper:10806207;SIGNOR:10806207;SIGNOR:9792677;SignaLink3:10806207;SignaLink3:23331499;SignaLink3:9792677;iPTMnet:10806207;iPTMnet:16964243;iPTMnet:18691976;iPTMnet:19651622;iPTMnet:20068231;phosphoELM:10806207,30,38
P60953,Q13177,CDC42,PAK2,1,1,0,1,1,0,,ACSN;BioGRID;HPRD;HuRI;IntAct;LMPID;Lit-BM-17;NCI-PID_ProtMapper;ProtMapper;SignaLink3;Wang,ACSN:10461188;ACSN:10559936;ACSN:10613909;ACSN:10934474;ACSN:11248548;ACSN:11340065;ACSN:11413130;ACSN:11950587;ACSN:15003621;ACSN:15020669;ACSN:18719708;BioGRID:10320322;HPRD:10320322;HPRD:16204230;IntAct:17353931;IntAct:20936779;IntAct:25416956;LMPID:10320322;Lit-BM-17:17353931;Lit-BM-17:20696164;Lit-BM-17:20936779;Lit-BM-17:9535855;Lit-BM-17:9822598;ProtMapper:19628037;SignaLink3:10320322;SignaLink3:23331499;SignaLink3:9823899,11,27
P60953,Q16584,CDC42,MAP3K11,1,1,0,1,1,0,,ACSN;BioGRID;HPRD;Lit-BM-17;NCI-PID_ProtMapper;ProtMapper;SignaLink3;Wang,ACSN:10461188;ACSN:10559936;ACSN:10613909;ACSN:10934474;ACSN:11248548;ACSN:11340065;ACSN:11413130;ACSN:11950587;ACSN:15003621;ACSN:15020669;ACSN:17161586;ACSN:18719708;BioGRID:10799501;HPRD:10799501;HPRD:16253996;Lit-BM-17:10799501;Lit-BM-17:25241761;Lit-BM-17:9427749;ProtMapper:16253996;ProtMapper:8910292;SignaLink3:23331499;SignaLink3:9829970,8,22
P23458,Q10586,JAK1,DBP,1,1,0,1,1,0,,SignaLink3,SignaLink3:23331499;SignaLink3:9852261,1,2
Q9UQF2,O14733,MAPK8IP1,MAP2K7,1,1,0,1,1,0,,BioGRID;CA1;HPRD;IntAct;SIGNOR;SignaLink3;Wang,BioGRID:16840345;CA1:9733513;HPRD:10490659;HPRD:16456539;HPRD:18286207;IntAct:16840345;SIGNOR:10490659;SignaLink3:10490659;SignaLink3:23331499;SignaLink3:9868371,7,10
P29597,P42229,TYK2,STAT5A,1,1,0,1,1,0,,InnateDB;SignaLink3;Wang,InnateDB:9872990;SignaLink3:23331499;SignaLink3:9872990,3,3
O95819,O43318,MAP4K4,MAP3K7,1,1,0,1,1,0,,HPRD;InnateDB;PhosphoPoint;SIGNOR;SignaLink3,HPRD:10807933;InnateDB:10807933;SIGNOR:10807933;SignaLink3:10807933;SignaLink3:23331499;SignaLink3:9890973,5,6
Q8NER5,P84022,ACVR1C,SMAD3,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:23331499;SignaLink3:9920806,2,2
Q8NER5,Q15796,ACVR1C,SMAD2,1,1,0,1,1,0,,SignaLink3;Wang;iPTMnet,SignaLink3:23331499;SignaLink3:9920806;iPTMnet:16709598,3,3
P67775,O15169,PPP2CA,AXIN1,1,1,0,1,1,0,,ACSN;CancerCellMap;DEPOD;HPRD;NetPath;SignaLink3;Wang,ACSN:10026142;ACSN:10995457;ACSN:16680151;ACSN:18042541;ACSN:18559511;ACSN:19131971;CancerCellMap:10644691;CancerCellMap:9920888;DEPOD:10421629;HPRD:9920888;NetPath:10644691;SignaLink3:19131971;SignaLink3:23331499;SignaLink3:9920888,7,14
Q99956,P28482,DUSP9,MAPK1,1,1,1,1,1,0,,DEPOD;HPRD;ProtMapper;Reactome_ProtMapper;SIGNOR;SignaLink3;Wang,DEPOD:11988087;DEPOD:18296638;DEPOD:9030581;HPRD:11988087;SIGNOR:21908610;SignaLink3:11988087;SignaLink3:23331499;SignaLink3:9922370,7,8
P17612,P04049,PRKACA,RAF1,1,1,1,1,1,0,,CA1;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,CA1:10862777;CA1:7935389;CA1:9001246;HPRD-phos:10576742;HPRD-phos:11971957;HPRD-phos:11997508;HPRD-phos:18669648;HPRD-phos:18691976;HPRD-phos:18767875;HPRD-phos:19007248;HPRD-phos:19651622;HPRD-phos:20068231;HPRD-phos:20166139;HPRD-phos:20230923;HPRD-phos:9091312;HPRD-phos:9710607;HPRD:10576742;HPRD:11971957;HPRD:11997508;HPRD:9091312;HPRD:9710607;KEA:10576742;KEA:11971957;KEA:11997508;KEA:12801936;KEA:15664191;KEA:9091312;KEA:9710607;ProtMapper:11971957;ProtMapper:12801936;SIGNOR:11971957;SignaLink3:10576742;SignaLink3:11971957;SignaLink3:11997508;SignaLink3:23331499;SignaLink3:9091312;SignaLink3:9710607;SignaLink3:9922370;iPTMnet:10576742;iPTMnet:10862777;iPTMnet:11971957;iPTMnet:11997508;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:18767875;iPTMnet:19007248;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:20166139;iPTMnet:20230923;iPTMnet:9091312;iPTMnet:9710607,20,52
P17252,P04049,PRKCA,RAF1,1,1,1,1,1,0,,CA1;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG-MEDICUS;Kinexus_KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,CA1:1437148;CA1:7935389;CA1:9447975;HPRD-phos:8321321;HPRD:8321321;KEA:15664191;KEA:8321321;KEA:93309588;PhosphoSite:8321321;ProtMapper:12551925;ProtMapper:12917261;ProtMapper:1386920;ProtMapper:7935389;ProtMapper:8288587;SIGNOR:12551925;SIGNOR:7935389;SIGNOR:8288587;SignaLink3:23331499;SignaLink3:8321321;SignaLink3:9922370;iPTMnet:12551925;iPTMnet:7935389;iPTMnet:8288587;iPTMnet:8321321,23,24
P17252,P01116,PRKCA,KRAS,1,1,0,1,1,0,,PhosphoSite;SignaLink3;Wang,PhosphoSite:16483930;PhosphoSite:18182391;PhosphoSite:18458061;PhosphoSite:20802526;PhosphoSite:25713064;PhosphoSite:27791178;SignaLink3:23331499;SignaLink3:9922370,3,8
P28562,P27361,DUSP1,MAPK3,1,1,1,1,1,0,,DEPOD;HPRD;InnateDB;IntAct;Lit-BM-17;NCI-PID_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang,DEPOD:12676937;DEPOD:14695202;DEPOD:20858750;HPRD:10617468;HPRD:11278799;InnateDB:11278799;IntAct:10617468;IntAct:20347885;IntAct:25241761;Lit-BM-17:10617468;Lit-BM-17:11278799;Lit-BM-17:20347885;Lit-BM-17:25241761;ProtMapper:7535768;ProtMapper:7761091;ProtMapper:7939666;ProtMapper:8221888;ProtMapper:9430728;SIGNOR:10617468;SignaLink3:10617468;SignaLink3:23331499;SignaLink3:9922370,12,22
Q99956,P27361,DUSP9,MAPK3,1,1,1,1,1,0,,DEPOD;HPRD;ProtMapper;Reactome_ProtMapper;SIGNOR;SignaLink3;Wang,DEPOD:11988087;DEPOD:18296638;DEPOD:9030581;HPRD:11988087;SIGNOR:21908610;SignaLink3:11988087;SignaLink3:23331499;SignaLink3:9922370,7,8
P28482,Q07889,MAPK1,SOS1,1,1,1,1,1,0,,Adhesome;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,Adhesome:8626428;Adhesome:8816480;HPRD-phos:8816480;HPRD:8816480;KEA:8816480;PhosphoSite:8816480;ProtMapper:8816480;SIGNOR:10197981;SIGNOR:20724475;SignaLink3:23331499;SignaLink3:8816480;SignaLink3:9922370;iPTMnet:8816480;phosphoELM:8816480,24,14
P01116,Q9Y4K4,KRAS,MAP4K5,1,1,0,1,1,0,,SignaLink3,SignaLink3:23331499;SignaLink3:9949177,1,2
Q13233,Q15796,MAP3K1,SMAD2,1,1,0,1,1,0,,SignaLink3;Wang,SignaLink3:10085121;SignaLink3:23331499,2,2
Q96EB6,P98177,SIRT1,FOXO4,1,1,0,1,1,0,,SIGNOR;SignaLink3,SIGNOR:14976264;SIGNOR:15126506;SignaLink3:10102273;SignaLink3:15126506;SignaLink3:23331499,2,5
P29353,Q92835,SHC1,INPP5D,1,1,0,1,1,0,,Adhesome;BioGRID;DOMINO;ELM;HPRD;LMPID;Li2012;NetPath;SIGNOR;SignaLink3;Wang,Adhesome:10068665;Adhesome:10194451;Adhesome:10704825;Adhesome:10822173;Adhesome:10900203;Adhesome:12024011;Adhesome:15470047;Adhesome:20697350;Adhesome:8643691;Adhesome:8723348;Adhesome:9110989;Adhesome:9973396;BioGRID:10900203;DOMINO:10704825;ELM:9083021;ELM:9099679;HPRD:10704825;HPRD:12024011;HPRD:8643691;HPRD:8723348;HPRD:8874179;LMPID:9083021;LMPID:9099679;NetPath:10570274;NetPath:10704825;NetPath:10748054;NetPath:10856136;NetPath:10891441;SIGNOR:10207047;SignaLink3:10207047;SignaLink3:10822173;SignaLink3:23331499;SignaLink3:8643691,11,33
P35070,P00533,BTC,EGFR,1,1,0,1,1,0,,Baccin2019;CellPhoneDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;HPMR_LRdb;HPRD;HPRD_LRdb;Kirouac2010;LRdb;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Sparser_ProtMapper;Wang;iTALK,Baccin2019:8144591;Baccin2019:9528863;HPRD:9528863;LRdb:8144591;LRdb:953;ProtMapper:24440602;SIGNOR:10209155;SIGNOR:14967450;SIGNOR:23382875;SIGNOR:9528863;SignaLink3:10209155;SignaLink3:23331499;SignaLink3:9528863,18,13
P84022,P05412,SMAD3,JUN,1,1,0,1,1,0,,BioGRID;HPRD;Lit-BM-17;NetPath;SignaLink3;Wang,BioGRID:10903323;HPRD:9732876;Lit-BM-17:10220381;Lit-BM-17:10903323;Lit-BM-17:11306568;Lit-BM-17:21829441;Lit-BM-17:9732876;NetPath:9732876;SignaLink3:10220381;SignaLink3:23331499;SignaLink3:9732876,6,11
Q92918,O43318,MAP4K1,MAP3K7,1,1,0,1,1,0,,HPRD;InnateDB;NetPath;PhosphoPoint;SignaLink3;Wang,HPRD:10224067;InnateDB:10224067;NetPath:10224067;SignaLink3:10224067;SignaLink3:23331499,6,5
Q16690,P28482,DUSP5,MAPK1,1,1,1,1,0,1,,DEPOD;HPRD;Lit-BM-17;ProtMapper;Reactome_ProtMapper;SIGNOR;SignaLink3;Wang,DEPOD:19741200;HPRD:15713638;Lit-BM-17:15713638;SIGNOR:10224087;SIGNOR:15713638;SignaLink3:10224087;SignaLink3:23331499,8,7
Q9HCE7,P84022,SMURF1,SMAD3,1,1,0,1,1,0,,HPRD;Lit-BM-17;SignaLink3;Wang,HPRD:15761153;Lit-BM-17:15221015;Lit-BM-17:15231748;SignaLink3:10458166;SignaLink3:15221015;SignaLink3:23331499,4,6
Q9HCE7,Q15796,SMURF1,SMAD2,1,1,1,1,1,0,,Lit-BM-17;SIGNOR;SignaLink3;Wang,Lit-BM-17:15221015;Lit-BM-17:15231748;Lit-BM-17:20207742;SIGNOR:11016919;SignaLink3:10458166;SignaLink3:15221015;SignaLink3:20207742;SignaLink3:23331499,4,8
P08069,Q9Y4H2,IGF1R,IRS2,1,1,0,1,1,0,,HPRD;PhosphoPoint;SIGNOR;SignaLink3,HPRD:8662806;HPRD:9852124;SIGNOR:10471495;SignaLink3:10471495;SignaLink3:23331499,4,5
Q13485,P18846,SMAD4,ATF1,1,1,0,1,1,0,,SignaLink3,SignaLink3:10480932;SignaLink3:23331499,1,2
P30086,Q02750,PEBP1,MAP2K1,1,1,0,1,1,0,,CancerCellMap;HPRD;NetPath;SignaLink3,CancerCellMap:10757792;HPRD:10757792;NetPath:10757792;SignaLink3:10490027;SignaLink3:10757792;SignaLink3:23331499,4,6
P10912,P23458,GHR,JAK1,1,1,0,1,1,0,,HPRD;SignaLink3;Wang,HPRD:10502458;SignaLink3:10502458;SignaLink3:23331499,3,3
Q9UPT6,P45985,MAPK8IP3,MAP2K4,1,1,0,1,1,0,,HPRD;SIGNOR;SignaLink3;Wang,HPRD:12189133;SIGNOR:10523642;SignaLink3:10523642;SignaLink3:12189133;SignaLink3:23331499,4,5
Q9Y2E6,Q9UM47,DTX4,NOTCH3,1,1,0,1,1,0,,SignaLink3,SignaLink3:10531053;SignaLink3:23331499,1,2
Q92997,Q9HCP0,DVL3,CSNK1G1,1,1,0,1,1,0,,SignaLink3,SignaLink3:10535959;SignaLink3:23331499,1,2
P09603,P15509,CSF1,CSF2RA,1,1,0,1,1,0,,SIGNOR;SignaLink3,SIGNOR:10572088;SignaLink3:10572088;SignaLink3:23331499,2,3
Q99650,O60674,OSMR,JAK2,1,1,0,1,1,0,,HPRD;SignaLink3;Wang,HPRD:10586060;SignaLink3:10586060;SignaLink3:23331499,3,3
Q13588,P18031,GRAP,PTPN1,1,1,0,1,1,0,,SignaLink3,SignaLink3:10660596;SignaLink3:23331499,1,2
Q9UL54,P45985,TAOK2,MAP2K4,1,1,0,1,1,0,,ACSN;SIGNOR;SignaLink3,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;SIGNOR:10660600;SignaLink3:10660600;SignaLink3:23331499,3,7
Q9UL54,O14733,TAOK2,MAP2K7,1,1,0,1,1,0,,ACSN;SIGNOR;SignaLink3,ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;SIGNOR:10660600;SignaLink3:10660600;SignaLink3:23331499,3,7
Q13177,P04049,PAK2,RAF1,1,1,0,1,1,0,,HPRD;Lit-BM-17;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang,HPRD:16837009;Lit-BM-17:16837009;ProtMapper:22880011;ProtMapper:28415790;SignaLink3:10712905;SignaLink3:16837009;SignaLink3:23331499,9,7
P60484,P63000,PTEN,RAC1,1,1,0,1,1,0,,SignaLink3,SignaLink3:10753747;SignaLink3:23331499,1,2
Q13387,P45983,MAPK8IP2,MAPK8,1,1,0,1,1,0,,HPRD;SIGNOR;SignaLink3;Wang,HPRD:10490659;HPRD:10756100;SIGNOR:10490659;SignaLink3:10490659;SignaLink3:10756100;SignaLink3:23331499,4,6
P16220,P35222,CREB1,CTNNB1,1,1,0,1,1,0,,SignaLink3,SignaLink3:10775268;SignaLink3:23331499,1,2
Q9NS73,Q12852,MBIP,MAP3K12,1,1,0,1,1,0,,HPRD;Lit-BM-17;SignaLink3,HPRD:10801814;Lit-BM-17:10801814;SignaLink3:10801814;SignaLink3:23331499,3,4
P35568,P29353,IRS1,SHC1,1,1,0,1,1,0,,Adhesome;HPRD;SignaLink3;Wang,Adhesome:7499194;Adhesome:9202037;HPRD:7499194;SignaLink3:10807918;SignaLink3:23331499;SignaLink3:7499194,4,6
P52333,P23458,JAK3,JAK1,1,1,1,1,1,0,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:12559972;HPRD-phos:19901323;HPRD:12559972;HPRD:9553136;InnateDB:12207328;KEA:12559972;KEA:15659558;PhosphoSite:11641425;PhosphoSite:11909529;PhosphoSite:12559972;PhosphoSite:20135364;ProtMapper:12559972;SIGNOR:17259970;iPTMnet:12559972;iPTMnet:19901323;phosphoELM:12559972,22,16
Q8TAD8,Q13485,SNIP1,SMAD4,1,1,1,1,1,0,,CancerCellMap;HPRD;NetPath;SIGNOR;SignaLink3;Wang,CancerCellMap:10887155;HPRD:10887155;NetPath:10887155;SIGNOR:10887155;SignaLink3:10887155;SignaLink3:23331499,6,6
Q07889,P01112,SOS1,HRAS,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=63928,ACSN;Adhesome;BioGRID;DIP;DOMINO;HPRD;IntAct;KEGG-MEDICUS;Lit-BM-17;SIGNOR;SignaLink3;Wang,ACSN:17496910;ACSN:17673906;Adhesome:10208427;Adhesome:10592173;Adhesome:12628188;Adhesome:15507210;Adhesome:17084389;Adhesome:18454158;Adhesome:19141281;Adhesome:9447984;Adhesome:9690470;BioGRID:12628188;BioGRID:9690470;DIP:18454158;DIP:19141281;DIP:20133692;DOMINO:17084389;HPRD:11560935;HPRD:9690470;IntAct:12628188;IntAct:15507210;IntAct:17084389;IntAct:18454158;IntAct:19141281;IntAct:20133692;IntAct:9447984;IntAct:9690470;Lit-BM-17:12628188;Lit-BM-17:15507210;Lit-BM-17:17084389;Lit-BM-17:18454158;Lit-BM-17:19141281;Lit-BM-17:26721396;Lit-BM-17:9447984;Lit-BM-17:9690470;SIGNOR:23132018;SignaLink3:10913276;SignaLink3:23331499;SignaLink3:9690470,12,39
P40189,P29597,IL6ST,TYK2,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=587,DIP;HPRD;SignaLink3;Wang,DIP:9388212;HPRD:9388212;SignaLink3:10929036;SignaLink3:23331499;SignaLink3:9388212,4,5
Q9HAU4,Q15797,SMURF2,SMAD1,1,1,1,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=145553,BioGRID;DIP;HPRD;HuRI;IntAct;Lit-BM-17;SIGNOR;SignaLink3;Wang,BioGRID:20956305;BioGRID:23969857;DIP:20937913;HPRD:11016919;HPRD:14701756;HPRD:15231748;IntAct:15231748;IntAct:20937913;Lit-BM-17:11016919;Lit-BM-17:11158580;Lit-BM-17:14701756;Lit-BM-17:15221015;Lit-BM-17:15231748;Lit-BM-17:20937913;SIGNOR:22298955;SignaLink3:11016919;SignaLink3:11158580;SignaLink3:14701756;SignaLink3:15221015;SignaLink3:15231748;SignaLink3:23331499,9,21
Q9NYL2,Q13163,MAP3K20,MAP2K5,1,1,0,1,1,0,,SignaLink3,SignaLink3:11042189;SignaLink3:23331499,1,2
P45983,P41970,MAPK8,ELK3,1,1,0,1,1,0,,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;SignaLink3;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,HPRD:11042694;KEA:11042694;SignaLink3:11042694;SignaLink3:23331499;iPTMnet:11042694,11,5
P27361,P41970,MAPK3,ELK3,1,1,0,1,1,0,,SignaLink3,SignaLink3:11042694;SignaLink3:23331499,1,2
