X1	X3	X2
Perturbation	activates	ACD 
Perturbation	activates	ACE 
Perturbation	activates	ACP6 
Perturbation	activates	ACTL6A 
Perturbation	activates	ADAM19 
Perturbation	activates	ADAM2 
Perturbation	activates	ADAM23 
Perturbation	activates	ADAMTS1 
Perturbation	activates	ADAMTS13 
Perturbation	activates	ADCYAP1 
Perturbation	activates	ADGRV1 
Perturbation	activates	ADIPOQ 
Perturbation	activates	ADM 
Perturbation	activates	ADM2 
Perturbation	activates	ADORA1 
Perturbation	activates	ADORA2A 
Perturbation	activates	ADORA2B 
Perturbation	activates	ADORA3 
Perturbation	activates	ADRM1 
Perturbation	activates	AES 
Perturbation	activates	AGRN 
Perturbation	activates	AGRP 
Perturbation	activates	AHSP 
Perturbation	activates	AIP 
Perturbation	activates	AKAP8 
Perturbation	activates	AKAP8L 
Perturbation	activates	ALOX5AP 
Perturbation	activates	AMH 
Perturbation	activates	ANGPT4 
Perturbation	activates	ANGPTL1 
Perturbation	activates	ANGPTL3 
Perturbation	activates	ANGPTL4 
Perturbation	activates	ANKRD12 
Perturbation	activates	ANKRD6 
Perturbation	activates	ANO9 
Perturbation	activates	AP1B1 
Perturbation	activates	AP2A1 
Perturbation	activates	AP2S1 
Perturbation	activates	APELA 
Perturbation	activates	APH1B 
Perturbation	activates	APIP 
Perturbation	activates	APLF 
Perturbation	activates	APLN 
Perturbation	activates	APOA5 
Perturbation	activates	APOBEC2 
Perturbation	activates	APOC2 
Perturbation	activates	APOC3 
Perturbation	activates	ARAP1 
Perturbation	activates	ARAP2 
Perturbation	activates	ARAP3 
Perturbation	activates	ARFGEF2 
Perturbation	activates	ARHGAP10 
Perturbation	activates	ARHGAP11A 
Perturbation	activates	ARHGAP11B 
Perturbation	activates	ARHGAP12 
Perturbation	activates	ARHGAP15 
Perturbation	activates	ARHGAP19 
Perturbation	activates	ARHGAP20 
Perturbation	activates	ARHGAP21 
Perturbation	activates	ARHGAP22 
Perturbation	activates	ARHGAP23 
Perturbation	activates	ARHGAP27 
Perturbation	activates	ARHGAP28 
Perturbation	activates	ARHGAP29 
Perturbation	activates	ARHGAP30 
Perturbation	activates	ARHGAP31 
Perturbation	activates	ARHGAP39 
Perturbation	activates	ARHGAP4 
Perturbation	activates	ARHGAP40 
Perturbation	activates	ARHGAP44 
Perturbation	activates	ARHGAP6 
Perturbation	activates	ARHGAP8 
Perturbation	activates	ARHGAP9 
Perturbation	activates	ARHGDIG 
Perturbation	activates	ARHGEF10 
Perturbation	activates	ARHGEF17 
Perturbation	activates	ARHGEF19 
Perturbation	activates	ARHGEF25 
Perturbation	activates	ARHGEF26 
Perturbation	activates	ARHGEF28 
Perturbation	activates	ARHGEF3 
Perturbation	activates	ARHGEF5 
Perturbation	activates	ARHGEF9 
Perturbation	activates	ARIH2 
Perturbation	activates	ARL2 
Perturbation	activates	ARSA 
Perturbation	activates	ARTN 
Perturbation	activates	ARVCF 
Perturbation	activates	ASAP3 
Perturbation	activates	ASF1B 
Perturbation	activates	ASH1L 
Perturbation	activates	ASH2L 
Perturbation	activates	ASIP 
Perturbation	activates	ASMT 
Perturbation	activates	ASPH 
Perturbation	activates	ASPSCR1 
Perturbation	activates	ASXL2 
Perturbation	activates	ATAD2 
Perturbation	activates	ATG101 
Perturbation	activates	ATG4A 
Perturbation	activates	ATG4B 
Perturbation	activates	ATXN2L 
Perturbation	activates	ATXN7 
Perturbation	activates	AURKC 
Perturbation	activates	AVP 
Perturbation	activates	B2M 
Perturbation	activates	BABAM1 
Perturbation	activates	BACE2 
Perturbation	activates	BAG1 
Perturbation	activates	BAG4 
Perturbation	activates	BAG6 
Perturbation	activates	BAP1 
Perturbation	activates	BBS4 
Perturbation	activates	BCAP31 
Perturbation	activates	BCAR3 
Perturbation	activates	BCCIP 
Perturbation	activates	BCKDK 
Perturbation	activates	BCL2L10 
Perturbation	activates	BCL9 
Perturbation	activates	BCOR 
Perturbation	activates	BCORL1 
Perturbation	activates	BCR_ABL 
Perturbation	activates	BFAR 
Perturbation	activates	BIRC7 
Perturbation	activates	BIRC8 
Perturbation	activates	BLVRA 
Perturbation	activates	BMP10 
Perturbation	activates	BMP15 
Perturbation	activates	BMP3 
Perturbation	activates	BMP6 
Perturbation	activates	BMP8A 
Perturbation	activates	BMP8B 
Perturbation	activates	BRCC3 
Perturbation	activates	BRD4 
Perturbation	activates	BRD8 
Perturbation	activates	BRK1 
Perturbation	activates	BSPRY 
Perturbation	activates	BTAF1 
Perturbation	activates	BTG1 
Perturbation	activates	C11orf74 
Perturbation	activates	C1D 
Perturbation	activates	C1QBP 
Perturbation	activates	C1S 
Perturbation	activates	C2 
Perturbation	activates	C4BPA 
Perturbation	activates	CABLES1 
Perturbation	activates	CABLES2 
Perturbation	activates	CABP1 
Perturbation	activates	CALB1 
Perturbation	activates	CALCB 
Perturbation	activates	CALM1 
Perturbation	activates	CALR 
Perturbation	activates	CAMK1G 
Perturbation	activates	CAND1 
Perturbation	activates	CAPNS1 
Perturbation	activates	CAPRIN1 
Perturbation	activates	CAPRIN2 
Perturbation	activates	CARD16 
Perturbation	activates	CARD17 
Perturbation	activates	CARD18 
Perturbation	activates	CARD19 
Perturbation	activates	CARD6 
Perturbation	activates	CARM1 
Perturbation	activates	CASP12 
Perturbation	activates	CASP4 
Perturbation	activates	CBLL1 
Perturbation	activates	CBY1 
Perturbation	activates	CCAR2 
Perturbation	activates	CCL1 
Perturbation	activates	CCL11 
Perturbation	activates	CCL13 
Perturbation	activates	CCL14 
Perturbation	activates	CCL15 
Perturbation	activates	CCL16 
Perturbation	activates	CCL17 
Perturbation	activates	CCL18 
Perturbation	activates	CCL19 
Perturbation	activates	CCL20 
Perturbation	activates	CCL21 
Perturbation	activates	CCL22 
Perturbation	activates	CCL23 
Perturbation	activates	CCL24 
Perturbation	activates	CCL25 
Perturbation	activates	CCL26 
Perturbation	activates	CCL27 
Perturbation	activates	CCL28 
Perturbation	activates	CCL3L1 
Perturbation	activates	CCL4 
Perturbation	activates	CCL7 
Perturbation	activates	CCL8 
Perturbation	activates	CCN3 
Perturbation	activates	CCNY 
Perturbation	activates	CCP110 
Perturbation	activates	CCS 
Perturbation	activates	CD24 
Perturbation	activates	CD34 
Perturbation	activates	CD40LG 
Perturbation	activates	CD48 
Perturbation	activates	CD55 
Perturbation	activates	CD58 
Perturbation	activates	CD70 
Perturbation	activates	CD81 
Perturbation	activates	CD86 
Perturbation	activates	CD9 
Perturbation	activates	CDC14A 
Perturbation	activates	CDC14B 
Perturbation	activates	CDC42BPB 
Perturbation	activates	CDC42SE1 
Perturbation	activates	CDC73 
Perturbation	activates	CDH15 
Perturbation	activates	CDK10 
Perturbation	activates	CDK11A 
Perturbation	activates	CDK12 
Perturbation	activates	CDK19 
Perturbation	activates	CDK20 
Perturbation	activates	CDK5RAP3 
Perturbation	activates	CDKN3 
Perturbation	activates	CDO1 
Perturbation	activates	CENPX 
Perturbation	activates	CEP85 
Perturbation	activates	CERK 
Perturbation	activates	CFI 
Perturbation	activates	CGB3 
Perturbation	activates	CGB7 
Perturbation	activates	CGN 
Perturbation	activates	CHAD 
Perturbation	activates	CHD8 
Perturbation	activates	CHFR 
Perturbation	activates	CHK2 
Perturbation	activates	CHKA 
Perturbation	activates	CHMP1A 
Perturbation	activates	CHN1 
Perturbation	activates	CHP1 
Perturbation	activates	CHP2 
Perturbation	activates	CIB1 
Perturbation	activates	CISD2 
Perturbation	activates	CISH 
Perturbation	activates	CKS1B 
Perturbation	activates	CLCF1 
Perturbation	activates	CLDN1 
Perturbation	activates	CLK1 
Perturbation	activates	CLK4 
Perturbation	activates	CMA1 
Perturbation	activates	CMTM8 
Perturbation	activates	CNKSR1 
Perturbation	activates	CNKSR2 
Perturbation	activates	CNOT9 
Perturbation	activates	CNR1 
Perturbation	activates	CNR2 
Perturbation	activates	CNTF 
Perturbation	activates	CNTN1 
Perturbation	activates	CNTN6 
Perturbation	activates	COL11A1 
Perturbation	activates	COL3A1 
Perturbation	activates	COL4A1 
Perturbation	activates	COL4A2 
Perturbation	activates	COL4A4 
Perturbation	activates	COL4A6 
Perturbation	activates	COL5A3 
Perturbation	activates	COL6A1 
Perturbation	activates	COL6A2 
Perturbation	activates	COL6A3 
Perturbation	activates	COMP 
Perturbation	activates	CORT 
Perturbation	activates	CPLX1 
Perturbation	activates	CRH 
Perturbation	activates	CRIPAK 
Perturbation	activates	CSE1L 
Perturbation	activates	CSH1 
Perturbation	activates	CSH2 
Perturbation	activates	CSHL1 
Perturbation	activates	CSN1S1 
Perturbation	activates	CSNK1G2 
Perturbation	activates	CSNK1G3 
Perturbation	activates	CSNK2A2 
Perturbation	activates	CTDNEP1 
Perturbation	activates	CTDSP2 
Perturbation	activates	CTDSPL 
Perturbation	activates	CTF1 
Perturbation	activates	CTNNA2 
Perturbation	activates	CTNNBIP1 
Perturbation	activates	CTNND2 
Perturbation	activates	CTSB 
Perturbation	activates	CTSH 
Perturbation	activates	CTSK 
Perturbation	activates	CTSL 
Perturbation	activates	CTSS 
Perturbation	activates	CUEDC2 
Perturbation	activates	CXCL13 
Perturbation	activates	CXCL16 
Perturbation	activates	CXCL2 
Perturbation	activates	CXCL3 
Perturbation	activates	CXCL6 
Perturbation	activates	CXCL9 
Perturbation	activates	CXXC4 
Perturbation	activates	CYB5R3 
Perturbation	activates	CYFIP2 
Perturbation	activates	CYP11A1 
Perturbation	activates	CYR61 
Perturbation	activates	CYSLTR1 
Perturbation	activates	CYSLTR2 
Perturbation	activates	CYTH1 
Perturbation	activates	DACT1 
Perturbation	activates	DACT2 
Perturbation	activates	DAOA 
Perturbation	activates	DBF4B 
Perturbation	activates	DBH 
Perturbation	activates	DDX21 
Perturbation	activates	DEFB4A 
Perturbation	activates	DENND4A 
Perturbation	activates	DHH 
Perturbation	activates	DHX58 
Perturbation	activates	DISC1 
Perturbation	activates	DISP1 
Perturbation	activates	DISP2 
Perturbation	activates	DISP3 
Perturbation	activates	DIXDC1 
Perturbation	activates	DLGAP1 
Perturbation	activates	DLK2 
Perturbation	activates	DLX2 
Perturbation	activates	DMAP1 
Perturbation	activates	DMBX1 
Perturbation	activates	DMPK 
Perturbation	activates	DNAJC5 
Perturbation	activates	DNAJC7 
Perturbation	activates	DNER 
Perturbation	activates	DNMBP 
Perturbation	activates	DNTTIP1 
Perturbation	activates	DOC2A 
Perturbation	activates	DOCK10 
Perturbation	activates	DOCK3 
Perturbation	activates	DOCK9 
Perturbation	activates	DOK7 
Perturbation	activates	DOT1L 
Perturbation	activates	DTX3L 
Perturbation	activates	DTX4 
Perturbation	activates	DUSP10 
Perturbation	activates	DUSP14 
Perturbation	activates	DUSP18 
Perturbation	activates	DUSP19 
Perturbation	activates	DUSP2 
Perturbation	activates	DUSP22 
Perturbation	activates	DUSP26 
Perturbation	activates	DUSP7 
Perturbation	activates	DUSP8 
Perturbation	activates	DUSP9 
Perturbation	activates	DVL1P1 
Perturbation	activates	DYNLL2 
Perturbation	activates	DYRK1A 
Perturbation	activates	DYRK3 
Perturbation	activates	DZIP3 
Perturbation	activates	E2F6 
Perturbation	activates	E2F7 
Perturbation	activates	EAF1 
Perturbation	activates	EAF2 
Perturbation	activates	EBI3 
Perturbation	activates	ECE1 
Perturbation	activates	EDA 
Perturbation	activates	EEF1B2 
Perturbation	activates	EEF1E1 
Perturbation	activates	EFHC1 
Perturbation	activates	EFNA1 
Perturbation	activates	EFNA2 
Perturbation	activates	EFNA3 
Perturbation	activates	EFNA4 
Perturbation	activates	EFNA5 
Perturbation	activates	EFNB2 
Perturbation	activates	EFNB3 
Perturbation	activates	EHMT2 
Perturbation	activates	EID2 
Perturbation	activates	EIF1 
Perturbation	activates	EIF1AX 
Perturbation	activates	EIF2AK1 
Perturbation	activates	EIF4A2 
Perturbation	activates	EIF4H 
Perturbation	activates	EIF6 
Perturbation	activates	ELOC 
Perturbation	activates	ELP1 
Perturbation	activates	ELP2 
Perturbation	activates	ENC1 
Perturbation	activates	ENPEP 
Perturbation	activates	EP400 
Perturbation	activates	EPGN 
Perturbation	activates	EPS15L1 
Perturbation	activates	ERC1 
Perturbation	activates	ERCC8 
Perturbation	activates	ERGIC1 
Perturbation	activates	ERVW_1 
Perturbation	activates	ESPN 
Perturbation	activates	ETFB 
Perturbation	activates	ETV3 
Perturbation	activates	EXOC4 
Perturbation	activates	EXTL1 
Perturbation	activates	EYA3 
Perturbation	activates	F12 
Perturbation	activates	F7 
Perturbation	activates	FAAP24 
Perturbation	activates	FAM107A 
Perturbation	activates	FAM13A 
Perturbation	activates	FAM13B 
Perturbation	activates	FAM20C 
Perturbation	activates	FANCB 
Perturbation	activates	FAP 
Perturbation	activates	FASTK 
Perturbation	activates	FBLN1 
Perturbation	activates	FBXO11 
Perturbation	activates	FBXO32 
Perturbation	activates	FBXO7 
Perturbation	activates	FBXW11 
Perturbation	activates	FBXW5 
Perturbation	activates	FBXW8 
Perturbation	activates	FCER2 
Perturbation	activates	FCGR3A 
Perturbation	activates	FERMT1 
Perturbation	activates	FERMT2 
Perturbation	activates	FERMT3 
Perturbation	activates	FFAR1 
Perturbation	activates	FFAR2 
Perturbation	activates	FFAR3 
Perturbation	activates	FFAR4 
Perturbation	activates	FGD1 
Perturbation	activates	FGD2 
Perturbation	activates	FGD3 
Perturbation	activates	FGD4 
Perturbation	activates	FGD5 
Perturbation	activates	FGF11 
Perturbation	activates	FGF12 
Perturbation	activates	FGF13 
Perturbation	activates	FGF14 
Perturbation	activates	FGF16 
Perturbation	activates	FGF17 
Perturbation	activates	FGF18 
Perturbation	activates	FGF19 
Perturbation	activates	FGF20 
Perturbation	activates	FGF21 
Perturbation	activates	FGF22 
Perturbation	activates	FGF4 
Perturbation	activates	FGF5 
Perturbation	activates	FGF6 
Perturbation	activates	FGF7 
Perturbation	activates	FGF9 
Perturbation	activates	FGFBP1 
Perturbation	activates	FGFR1OP 
Perturbation	activates	FHIT 
Perturbation	activates	FHL5 
Perturbation	activates	FIP1L1 
Perturbation	activates	FIS1 
Perturbation	activates	FIZ1 
Perturbation	activates	FKBP15 
Perturbation	activates	FKBP1A 
Perturbation	activates	FLT3LG 
Perturbation	activates	FMOD 
Perturbation	activates	FMR1 
Perturbation	activates	FNBP1L 
Perturbation	activates	FNTB 
Perturbation	activates	FOXC1 
Perturbation	activates	FOXH1 
Perturbation	activates	FRAT2 
Perturbation	activates	FRK 
Perturbation	activates	FRZB 
Perturbation	activates	FSHB 
Perturbation	activates	FSTL3 
Perturbation	activates	GABPB1 
Perturbation	activates	GABPB2 
Perturbation	activates	GAD1 
Perturbation	activates	GADD45B 
Perturbation	activates	GADD45G 
Perturbation	activates	GADD45GIP1 
Perturbation	activates	GAK 
Perturbation	activates	GALP 
Perturbation	activates	GAS1 
Perturbation	activates	GAS6 
Perturbation	activates	GAST 
Perturbation	activates	GCC1 
Perturbation	activates	GCHFR 
Perturbation	activates	GCKR 
Perturbation	activates	GDF1 
Perturbation	activates	GDF10 
Perturbation	activates	GDF11 
Perturbation	activates	GDF2 
Perturbation	activates	GDF3 
Perturbation	activates	GDF6 
Perturbation	activates	GDF7 
Perturbation	activates	GDF9 
Perturbation	activates	GFI1B 
Perturbation	activates	GGCX 
Perturbation	activates	GH1 
Perturbation	activates	GH2 
Perturbation	activates	GHITM 
Perturbation	activates	GHRH 
Perturbation	activates	GHRL 
Perturbation	activates	GIP 
Perturbation	activates	GLRX 
Perturbation	activates	GMIP 
Perturbation	activates	GNB5 
Perturbation	activates	GNG4 
Perturbation	activates	GNGT2 
Perturbation	activates	GNL3 
Perturbation	activates	GNRH1 
Perturbation	activates	GNRH2 
Perturbation	activates	GOPC 
Perturbation	activates	GPC3 
Perturbation	activates	GPC4 
Perturbation	activates	GPER1 
Perturbation	activates	GPHA2 
Perturbation	activates	GPR132 
Perturbation	activates	GPR17 
Perturbation	activates	GPR174 
Perturbation	activates	GPR183 
Perturbation	activates	GPR34 
Perturbation	activates	GPR35 
Perturbation	activates	GPR55 
Perturbation	activates	GPR84 
Perturbation	activates	GPSM1 
Perturbation	activates	GRIP1 
Perturbation	activates	GRIPAP1 
Perturbation	activates	GRK3 
Perturbation	activates	GRK4 
Perturbation	activates	GRK5 
Perturbation	activates	GRK6 
Perturbation	activates	GRP 
Perturbation	activates	GSPT1 
Perturbation	activates	GTF2E2 
Perturbation	activates	GTF3C4 
Perturbation	activates	GUCA1A 
Perturbation	activates	GUCA1B 
Perturbation	activates	GUCA2A 
Perturbation	activates	GUCA2B 
Perturbation	activates	GXYLT1 
Perturbation	activates	GXYLT2 
Perturbation	activates	GZMA 
Perturbation	activates	GZMM 
Perturbation	activates	HACD3 
Perturbation	activates	HAT1 
Perturbation	activates	HCRT 
Perturbation	activates	HDAC10 
Perturbation	activates	HDC 
Perturbation	activates	HEBP1 
Perturbation	activates	HECTD3 
Perturbation	activates	HELLS 
Perturbation	activates	HES6 
Perturbation	activates	HEY2 
Perturbation	activates	HFE 
Perturbation	activates	HGFAC 
Perturbation	activates	HHAT 
Perturbation	activates	HIF1AN 
Perturbation	activates	HIPK3 
Perturbation	activates	HIPK4 
Perturbation	activates	HIST2H3C 
Perturbation	activates	HLA_A 
Perturbation	activates	HLA_B 
Perturbation	activates	HLA_C 
Perturbation	activates	HLA_DMA 
Perturbation	activates	HLA_DMB 
Perturbation	activates	HLA_DPA1 
Perturbation	activates	HLA_DQA2 
Perturbation	activates	HLA_DQB1 
Perturbation	activates	HLA_F 
Perturbation	activates	HLA_G 
Perturbation	activates	HLX 
Perturbation	activates	HMOX2 
Perturbation	activates	HNRNPUL1 
Perturbation	activates	HOMER1 
Perturbation	activates	HOMER2 
Perturbation	activates	HOOK1 
Perturbation	activates	HOOK2 
Perturbation	activates	HOOK3 
Perturbation	activates	HOXB7 
Perturbation	activates	HOXB8 
Perturbation	activates	HP 
Perturbation	activates	HPCA 
Perturbation	activates	HPGDS 
Perturbation	activates	HPN 
Perturbation	activates	HRG 
Perturbation	activates	HRK 
Perturbation	activates	HSBP1 
Perturbation	activates	HSPA14 
Perturbation	activates	HSPA2 
Perturbation	activates	HSPBP1 
Perturbation	activates	HSPE1 
Perturbation	activates	HSPG2 
Perturbation	activates	HTATIP2 
Perturbation	activates	HUS1 
Perturbation	activates	HYAL2 
Perturbation	activates	IAPP 
Perturbation	activates	IBSP 
Perturbation	activates	ICAM2 
Perturbation	activates	ICAM4 
Perturbation	activates	ICAM5 
Perturbation	activates	ICOSLG 
Perturbation	activates	IFNA10 
Perturbation	activates	IFNA14 
Perturbation	activates	IFNA16 
Perturbation	activates	IFNA17 
Perturbation	activates	IFNA2 
Perturbation	activates	IFNA21 
Perturbation	activates	IFNA4 
Perturbation	activates	IFNA5 
Perturbation	activates	IFNA6 
Perturbation	activates	IFNA7 
Perturbation	activates	IFNA8 
Perturbation	activates	IFNE 
Perturbation	activates	IFNK 
Perturbation	activates	IFNL1 
Perturbation	activates	IFNL2 
Perturbation	activates	IFNL3 
Perturbation	activates	IFNW1 
Perturbation	activates	IGBP1 
Perturbation	activates	IGFBP7 
Perturbation	activates	IHH 
Perturbation	activates	IL11 
Perturbation	activates	IL15 
Perturbation	activates	IL17A 
Perturbation	activates	IL17B 
Perturbation	activates	IL17C 
Perturbation	activates	IL17F 
Perturbation	activates	IL19 
Perturbation	activates	IL1RN 
Perturbation	activates	IL20 
Perturbation	activates	IL21 
Perturbation	activates	IL22 
Perturbation	activates	IL23A 
Perturbation	activates	IL24 
Perturbation	activates	IL25 
Perturbation	activates	IL26 
Perturbation	activates	IL27 
Perturbation	activates	IL31 
Perturbation	activates	IL34 
Perturbation	activates	IL36A 
Perturbation	activates	IL36B 
Perturbation	activates	IL36G 
Perturbation	activates	IL36RN 
Perturbation	activates	IL5 
Perturbation	activates	IL7 
Perturbation	activates	IL9 
Perturbation	activates	ILKAP 
Perturbation	activates	IMPDH2 
Perturbation	activates	ING1 
Perturbation	activates	ING2 
Perturbation	activates	ING5 
Perturbation	activates	INHA 
Perturbation	activates	INHBB 
Perturbation	activates	INHBC 
Perturbation	activates	INSL3 
Perturbation	activates	INSL5 
Perturbation	activates	INVS 
Perturbation	activates	IRAK1BP1 
Perturbation	activates	IRF2BP1 
Perturbation	activates	IRF2BP2 
Perturbation	activates	ISG15 
Perturbation	activates	ITGB1BP1 
Perturbation	activates	ITPR2 
Perturbation	activates	ITPR3 
Perturbation	activates	ITPRIPL1 
Perturbation	activates	JAKMIP1 
Perturbation	activates	JARID2 
Perturbation	activates	JAZF1 
Perturbation	activates	KALRN 
Perturbation	activates	KAT6A 
Perturbation	activates	KAT6B 
Perturbation	activates	KCNE1 
Perturbation	activates	KCNE4 
Perturbation	activates	KDM1B 
Perturbation	activates	KDM2A 
Perturbation	activates	KDM2B 
Perturbation	activates	KDM3A 
Perturbation	activates	KDM4A 
Perturbation	activates	KDM4B 
Perturbation	activates	KDM5A 
Perturbation	activates	KDM5C 
Perturbation	activates	KDM5D 
Perturbation	activates	KDM6A 
Perturbation	activates	KDM6B 
Perturbation	activates	KDM7A 
Perturbation	activates	KIF13B 
Perturbation	activates	KIF4A 
Perturbation	activates	KIF7 
Perturbation	activates	KISS1 
Perturbation	activates	KITLG 
Perturbation	activates	KL 
Perturbation	activates	KLF2 
Perturbation	activates	KLK6 
Perturbation	activates	KMT2B 
Perturbation	activates	KMT2C 
Perturbation	activates	KMT2E 
Perturbation	activates	KMT5B 
Perturbation	activates	KMT5C 
Perturbation	activates	KPNA3 
Perturbation	activates	KPNA4 
Perturbation	activates	KPNA6 
Perturbation	activates	KRT14 
Perturbation	activates	KSR2 
Perturbation	activates	LAMA2 
Perturbation	activates	LAMA3 
Perturbation	activates	LAMA4 
Perturbation	activates	LAMA5 
Perturbation	activates	LAMB1 
Perturbation	activates	LAMB2 
Perturbation	activates	LAMB3 
Perturbation	activates	LAMC1 
Perturbation	activates	LAMC2 
Perturbation	activates	LAMC3 
Perturbation	activates	LAMTOR3 
Perturbation	activates	LDB1 
Perturbation	activates	LEFTY2 
Perturbation	activates	LHB 
Perturbation	activates	LHX1 
Perturbation	activates	LIPH 
Perturbation	activates	LMO1 
Perturbation	activates	LMO2 
Perturbation	activates	LMO3 
Perturbation	activates	LMO4 
Perturbation	activates	LNX1 
Perturbation	activates	LOX 
Perturbation	activates	LPAR1 
Perturbation	activates	LPAR3 
Perturbation	activates	LPAR5 
Perturbation	activates	LPAR6 
Perturbation	activates	LRP1B 
Perturbation	activates	LRPAP1 
Perturbation	activates	LRRC4B 
Perturbation	activates	LRRFIP2 
Perturbation	activates	LTA 
Perturbation	activates	LTB 
Perturbation	activates	LTB4R 
Perturbation	activates	LTB4R2 
Perturbation	activates	LTBP1 
Perturbation	activates	LTBP2 
Perturbation	activates	LYL1 
Perturbation	activates	MADCAM1 
Perturbation	activates	MAFG 
Perturbation	activates	MAGI1 
Perturbation	activates	MAGI2 
Perturbation	activates	MAGI3 
Perturbation	activates	MAP3K13 
Perturbation	activates	MAP3K21 
Perturbation	activates	MAP3K6 
Perturbation	activates	MAP7 
Perturbation	activates	MARCH5 
Perturbation	activates	MASP1 
Perturbation	activates	MASP2 
Perturbation	activates	MAST1 
Perturbation	activates	MAST2 
Perturbation	activates	MAST3 
Perturbation	activates	MAT1A 
Perturbation	activates	MBIP 
Perturbation	activates	MBTPS1 
Perturbation	activates	MBTPS2 
Perturbation	activates	MCM10 
Perturbation	activates	MCM3AP 
Perturbation	activates	MDFI 
Perturbation	activates	MDK 
Perturbation	activates	MED14 
Perturbation	activates	MFAP2 
Perturbation	activates	MFAP5 
Perturbation	activates	MIB1 
Perturbation	activates	MIB2 
Perturbation	activates	MICA 
Perturbation	activates	MICB 
Perturbation	activates	MIF 
Perturbation	activates	MIR22HG 
Perturbation	activates	MLF1 
Perturbation	activates	MLN 
Perturbation	activates	MMP12 
Perturbation	activates	MMP13 
Perturbation	activates	MMP26 
Perturbation	activates	MMP7 
Perturbation	activates	MMP8 
Perturbation	activates	MMS19 
Perturbation	activates	MNAT1 
Perturbation	activates	MOAP1 
Perturbation	activates	MORF4L1 
Perturbation	activates	MPG 
Perturbation	activates	MRTFB 
Perturbation	activates	MSC 
Perturbation	activates	MSH6 
Perturbation	activates	MSI1 
Perturbation	activates	MSX1 
Perturbation	activates	MT_RNR2 
Perturbation	activates	MT3 
Perturbation	activates	MTBP 
Perturbation	activates	MTCH2 
Perturbation	activates	MTCP1 
Perturbation	activates	MTMR3 
Perturbation	activates	MTMR4 
Perturbation	activates	MTSS1 
Perturbation	activates	MTTP 
Perturbation	activates	MUL1 
Perturbation	activates	MUTYH 
Perturbation	activates	MX1 
Perturbation	activates	MYCN 
Perturbation	activates	MYLK3 
Perturbation	activates	MYO9A 
Perturbation	activates	MYO9B 
Perturbation	activates	MYRIP 
Perturbation	activates	MYSM1 
Perturbation	activates	MZF1 
Perturbation	activates	N4BP1 
Perturbation	activates	NAA10 
Perturbation	activates	NAB1 
Perturbation	activates	NAB2 
Perturbation	activates	NAMPT 
Perturbation	activates	NANOS1 
Perturbation	activates	NCBP1 
Perturbation	activates	NCOA4 
Perturbation	activates	NCOA6 
Perturbation	activates	NCS1 
Perturbation	activates	NDFIP1 
Perturbation	activates	NDFIP2 
Perturbation	activates	NDN 
Perturbation	activates	NDP 
Perturbation	activates	NECTIN1 
Perturbation	activates	NECTIN2 
Perturbation	activates	NECTIN3 
Perturbation	activates	NEDD8 
Perturbation	activates	NEK1 
Perturbation	activates	NEK9 
Perturbation	activates	NELFB 
Perturbation	activates	NEURL1 
Perturbation	activates	NF1 
Perturbation	activates	NFKBIZ 
Perturbation	activates	NFX1 
Perturbation	activates	NHEJ1 
Perturbation	activates	NHLRC1 
Perturbation	activates	NID1 
Perturbation	activates	NIPSNAP1 
Perturbation	activates	NISCH 
Perturbation	activates	NKD1 
Perturbation	activates	NKIRAS1 
Perturbation	activates	NKIRAS2 
Perturbation	activates	NKRF 
Perturbation	activates	NLGN1 
Perturbation	activates	NLGN2 
Perturbation	activates	NLGN3 
Perturbation	activates	NLRX1 
Perturbation	activates	NMB 
Perturbation	activates	NME2 
Perturbation	activates	NMI 
Perturbation	activates	NMNAT1 
Perturbation	activates	NMS 
Perturbation	activates	NMU 
Perturbation	activates	NOG 
Perturbation	activates	NOL3 
Perturbation	activates	NOP53 
Perturbation	activates	NPAS2 
Perturbation	activates	NPB 
Perturbation	activates	NPFF 
Perturbation	activates	NPHS2 
Perturbation	activates	NPNT 
Perturbation	activates	NPPA 
Perturbation	activates	NPPB 
Perturbation	activates	NPPC 
Perturbation	activates	NPS 
Perturbation	activates	NPVF 
Perturbation	activates	NPW 
Perturbation	activates	NR0B2 
Perturbation	activates	NR1D2 
Perturbation	activates	NR2C1 
Perturbation	activates	NR2C2AP 
Perturbation	activates	NR2E3 
Perturbation	activates	NRBF2 
Perturbation	activates	NRBP1 
Perturbation	activates	NRDC 
Perturbation	activates	NRG1 
Perturbation	activates	NRG2 
Perturbation	activates	NRG3 
Perturbation	activates	NRG4 
Perturbation	activates	NRK 
Perturbation	activates	NRTN 
Perturbation	activates	NSD1 
Perturbation	activates	NSD2 
Perturbation	activates	NSD3 
Perturbation	activates	NSMCE2 
Perturbation	activates	NTF4 
Perturbation	activates	NTN1 
Perturbation	activates	NTN3 
Perturbation	activates	NTN4 
Perturbation	activates	NTNG1 
Perturbation	activates	NTS 
Perturbation	activates	NUDCD2 
Perturbation	activates	NUDT3 
Perturbation	activates	NUMBL 
Perturbation	activates	NUP153 
Perturbation	activates	NUP214 
Perturbation	activates	NUP62 
Perturbation	activates	NXPH1 
Perturbation	activates	NXPH3 
Perturbation	activates	NYX 
Perturbation	activates	OFD1 
Perturbation	activates	OMG 
Perturbation	activates	OPHN1 
Perturbation	activates	OS9 
